DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 12

DAYS = 25
  136   357   553
  137   520   638
  138   246   327
  139   318   582
  140   197   184
  141   312   421
  142   698   357
  143   517   323
  144   541   420
  145   582   712
  146   345   260
  147   549    14
  148   395   386
  149   543   349
  150   188   376
  151   191   383
  152   416   233
  153   477   669
  154   709   445
  155   476   720
  156   255   307
  157   733   691
  158   265   299
  159   508   716
  160   520    61
  161   263   350
  162   458   357
  163   489   125
  164   272   506
  165   186   389
  166   464   197
  167   293   192
  168   286   431
  169   759   714
  170   308   527
  171   326   251
  172   263   306
  173   665   655
  174   216   381
  175   539   755
  176    46   179
  177   611   392
  178   422   218
  179   443   509
  180   185   343
  181   620   533
  182   478   406
  183   242   318
  184   308   455
  185   311   478
  186   487   341
  187   502   475
  188   720   426
  189   663   358
  190   285   388
  191    75   273
  192   254   472
  193   304   553
  194   504   364
  195   636   562
  196   473   464
  197   291   550
  198   420   681
  199   384   449
  200   409   256
  201   445   290
  202   702   668
  203   522   364
  204   210   387
  205   326   466
  206   395   571
  207   312   469
  208   297   503
  209   317   320
  210   348   230
  211   130   259
  212   280   303
  213   699   357
  214   340   393
  215   537   427
  216   653   615
  217   241   410
  218   468   227
  219   433   363
  220   414   282
  221   297   624
  222   655   572
  223   317   472
  224   469   366
  225   561   716
  226   743   733
  227   591   399
  228   288   584
  229   461   326
  230   339   308
  231   469   464
  232   451   243
  233   210   321
  234   703   394
  235   195   380
  236   260   307
  237   497    17
  238   225   359
  239   260   478
  240   180   375
  241   555   477
  242   212   381
  243   211   362
  244   390   400
  245   231   410
  246   517   347
  247   398   425
  248   415   431
  249   673   745
  250   396   381
  251   262   476
  252   379   430
  253   521   316
  254   388   437
  255   184   338
  256   387   390
  257   368   284
  258   264   316
  259   234   357
  260   227   405
  261   738   484
  262   680   468
  263   325   467
  264   536    24
  265   593   427
  266   556   547
  267   415   277
  268   510   303
  269   422   195
  270   508   367
  271   159   311
  272   498   321
  273   700   407
  274   276   561
  275   566   390
  276   568   377
  277   296   467
  278   298   553
  279   311   447
  280   301   449
  281   367   211
  282   661   723
  283   240   403
  284   512   120
  285   260   475
  286   239   327
  287   585   179
  288   386   474
  289   237   340
  290   330   516
  291   361   374
  292   262   513
  293   759   601
  294   530   352
  295   376   428
  296   752   624
  297   376   238
  298   521    53
  299   645   541
  300   566   769
  301   219   433
  302   193   379
  303   432   711
  304   136   260
  305   144   325
  306   420   405
  307   215   323
  308   764   700
  309   356   377
  310   519   316
  311   575   361
  312   408   356
  313   224   417
  314   361   399
  315   647   470
  316   308   459
  317   479    23
  318   513   306
  319   180   322
  320   521    88
  321   309   466
  322   469   476
  323   764   644
  324   494   192
  325   313   459
  326   547   714
  327   236   326
  328   376   274
  329   462   718
  330   181   355
  331   640   539
  332   543   423
  333   582   455
  334   401   274
  335   246   327
  336   734   427
  337   329   250
  338   502   692
  339   473   464
  340   277   331
  341   558   203
  342   624   709
  343   221   417
  344   194   313
  345   265   465
  346   175   226
  347   265   205
  348   563   152
  349   311   473
  350   643   475
  351   602   340
  352   199   336
  353   628   334
  354   582   669
  355   425   327
  356   204   337
  357   230   383
  358   527   351
  359   228   338
  360   214   380
  361   605   476
  362   499   271
  363   258   497
  364   346   405
  365   671   711
  366   262   498
  367   392   452
  368   353   235
  369   614   354
  370   597   326
  371   361   590
  372   232   318
  373   423   415
  374   582   455
  375   425   191
  376   429   706
  377   383   400
  378   574   639
  379   310   491
  380   325   514
  381   232   329
  382   265   317
  383   493   574
  384   136   168
  385   733   478
  386   216   425
  387   367   466
  388   395   376
  389   372   445
  390   302   310
  391   299   618
  392   217   337
  393   186   373
  394   256   402
  395   506   648
  396   394   573
  397   298   497
  398   620   364
  399   534   422
  400   326   468
  401   478   670
  402   323   489
  403   492   336
  404   360   498
  405   385   350
  406   566   686
  407   275   363
  408   203   369
  409   546    54
  410   608   572
  411   586   566

REQUESTS = 1200
    1    57     1     5     1     1
    2   253     1     6     3     2
    3   336     1     4     3     2
    4    76     1     4     1     2
    5   401     1     3     1     2
    6   397     1     6     3     2
    7   172     1     5     1     2
    8   179     1     4     1     2
    9   277     1     4     4     2
   10   138     1     4     3     2
   11   387     1     5     4     3
   12   305     1     5     1     2
   13   177     1     6     1     3
   14   196     1     4     4     2
   15   333     1     4     1     1
   16   119     1     3     4     1
   17   229     1     2     2     2
   18   100     1     2     1     1
   19   396     1     5     2     1
   20   246     1     3     4     2
   21   135     1     5     1     3
   22   399     1     2     3     2
   23   127     1     2     2     2
   24   351     1     4     1     1
   25     3     1     2     1     2
   26    23     1     4     1     3
   27   296     1     3     1     3
   28   329     1     6     2     2
   29   339     1     3     1     3
   30    10     1     2     1     3
   31    60     1     4     3     2
   32    80     1     6     1     1
   33   242     1     4     1     1
   34   247     1     6     2     1
   35   207     1     6     4     1
   36   155     1     6     1     2
   37   132     1     2     3     2
   38    83     1     6     4     2
   39    41     1     2     3     1
   40    49     1     6     4     2
   41   354     1     5     1     2
   42   184     1     3     4     2
   43   185     1     5     2     1
   44   368     1     3     4     3
   45   203     1     2     2     1
   46   138     1     4     3     1
   47   277     1     5     2     2
   48   183     1     5     1     2
   49    15     1     5     2     1
   50    72     1     2     2     2
   51   292     1     6     1     2
   52   369     1     5     2     2
   53   357     1     4     2     1
   54   253     1     2     4     2
   55   299     1     4     2     2
   56   194     1     2     1     2
   57   167     1     3     3     2
   58    56     2     6     3     2
   59   141     2     4     2     2
   60   370     2     4     3     1
   61    99     2     4     3     1
   62    66     2     3     1     1
   63    82     2     3     2     1
   64    93     2     7     1     2
   65    60     2     4     3     1
   66     9     2     6     2     1
   67   114     2     3     2     1
   68   369     2     7     3     2
   69    65     2     4     3     2
   70    85     2     7     2     2
   71   246     2     4     3     1
   72   145     2     3     4     2
   73   272     2     3     3     1
   74   124     2     5     2     1
   75   346     2     7     1     1
   76   157     2     7     3     1
   77    27     2     5     4     1
   78    51     2     7     3     1
   79    13     2     5     4     1
   80   335     2     5     2     2
   81   345     2     4     3     1
   82   253     2     6     3     2
   83   282     2     4     3     1
   84   327     2     6     2     1
   85   120     2     7     1     2
   86   363     2     7     3     2
   87   253     2     4     4     3
   88   149     2     3     3     1
   89   359     2     3     2     1
   90   146     2     7     4     3
   91   330     2     4     4     3
   92    63     2     6     4     3
   93    58     2     3     4     1
   94   266     2     4     4     3
   95   110     2     3     2     1
   96    96     2     6     2     2
   97   255     2     3     1     1
   98   127     2     6     2     1
   99    72     2     5     3     1
  100   118     2     4     2     1
  101   330     2     7     3     2
  102   265     2     5     3     2
  103   135     2     5     4     1
  104   131     2     6     2     2
  105   358     2     7     1     1
  106   248     2     5     3     2
  107   296     2     6     3     1
  108   362     2     6     1     2
  109   103     2     7     4     2
  110   198     2     7     3     1
  111   254     2     6     1     2
  112   291     2     3     1     3
  113   284     2     3     3     2
  114   218     2     6     3     1
  115   168     2     3     3     1
  116   369     2     4     3     2
  117    91     3     7     1     1
  118    47     3     8     4     2
  119   328     3     5     2     1
  120   314     3     8     4     1
  121   306     3     4     1     2
  122   126     3     5     1     1
  123    72     3     8     2     2
  124   171     3     6     2     1
  125    82     3     5     4     3
  126   277     3     8     4     1
  127   216     3     4     2     1
  128   332     3     5     1     2
  129   126     3     7     2     1
  130   331     3     8     4     1
  131   279     3     5     2     2
  132   174     3     8     3     2
  133    34     3     8     1     1
  134   178     3     6     1     1
  135   389     3     6     2     1
  136   341     3     8     2     1
  137   376     3     6     1     1
  138   155     3     8     2     2
  139   156     3     5     3     2
  140   266     3     8     4     3
  141   145     3     4     4     2
  142    40     3     5     4     3
  143   288     3     4     3     2
  144   148     3     5     3     2
  145   181     3     6     1     2
  146   218     3     7     2     2
  147   333     3     5     3     2
  148    89     3     6     2     1
  149   199     3     5     4     3
  150   351     3     5     2     1
  151     9     3     5     4     1
  152   305     3     7     3     1
  153    24     3     8     4     2
  154   312     3     6     2     1
  155   199     3     8     3     2
  156   312     3     4     4     2
  157   176     3     7     4     3
  158   162     3     7     3     2
  159   192     3     6     4     1
  160   286     3     8     2     2
  161   176     3     4     1     2
  162   377     3     8     2     2
  163    30     3     6     2     2
  164   295     3     6     1     3
  165    84     3     5     2     2
  166   210     3     6     3     1
  167   250     3     4     2     2
  168   321     3     5     2     2
  169   394     3     5     1     2
  170   180     3     8     1     1
  171   289     3     6     2     2
  172   183     3     7     4     1
  173   173     3     6     1     2
  174   211     3     4     2     2
  175   247     3     7     2     1
  176   204     3     8     2     2
  177   393     3     6     4     2
  178   251     3     5     1     2
  179   202     3     4     4     1
  180   334     3     8     3     2
  181   190     3     6     4     3
  182   166     3     6     2     1
  183   324     3     5     1     3
  184   346     3     5     1     3
  185   306     3     4     4     3
  186   260     3     6     3     2
  187   368     3     6     2     2
  188   321     3     6     1     2
  189   298     4     6     3     2
  190   211     4     5     1     1
  191   130     4     7     3     1
  192   130     4     7     4     3
  193   231     4     7     1     3
  194   218     4     8     1     2
  195   193     4     6     1     2
  196   137     4     7     3     1
  197   275     4     6     2     2
  198    50     4     5     3     1
  199   221     4     5     1     2
  200   203     4     8     1     1
  201   215     4     9     1     3
  202   357     4     6     4     1
  203   184     4     9     2     2
  204    62     4     7     3     2
  205   350     4     9     1     1
  206    88     4     8     1     1
  207   226     4     8     2     1
  208   394     4     9     3     1
  209   342     4     8     1     2
  210   156     4     9     3     1
  211   116     4     9     1     2
  212    66     4     9     4     1
  213   335     4     8     2     1
  214   203     4     9     3     1
  215   218     4     7     1     2
  216   122     4     6     4     2
  217   307     4     8     2     1
  218    61     4     7     2     2
  219     5     4     9     2     2
  220    99     4     5     4     2
  221   194     4     9     3     2
  222    25     4     9     3     2
  223   349     4     9     2     2
  224   319     4     6     4     2
  225   141     4     7     3     1
  226    34     4     6     3     1
  227    28     4     5     2     1
  228    13     4     5     4     1
  229    31     4     5     4     2
  230   249     4     8     2     2
  231   363     4     5     3     2
  232   110     4     9     3     2
  233    12     4     6     3     2
  234    81     4     5     2     1
  235   349     4     6     4     2
  236   323     4     5     1     2
  237   284     4     5     1     3
  238     3     4     7     3     1
  239   132     4     6     4     3
  240    30     4     5     4     2
  241     6     4     8     4     2
  242   104     4     9     4     3
  243   396     4     5     3     1
  244   186     4     8     2     2
  245   169     4     5     3     2
  246   380     4     9     2     2
  247   131     4     5     1     2
  248    90     4     8     3     2
  249   123     4     5     1     1
  250   356     4     9     4     2
  251    27     4     5     2     1
  252    67     4     6     2     1
  253    18     4     5     2     2
  254   332     4     8     2     1
  255   361     4     5     2     2
  256   334     4     7     2     2
  257   262     5     6     1     3
  258    53     5    10     4     3
  259   384     5    10     4     3
  260    15     5     7     2     1
  261   239     5     6     4     2
  262   262     5     6     3     2
  263   188     5     9     4     2
  264    98     5    10     2     2
  265   265     5     6     2     2
  266   110     5     9     2     1
  267   357     5    10     4     2
  268   393     5     8     1     1
  269    88     5     8     4     3
  270    54     5     9     3     1
  271   333     5     6     4     2
  272   283     5     6     2     2
  273    27     5     6     4     2
  274   241     5    10     2     2
  275    34     5     8     4     1
  276   155     5    10     1     2
  277   207     5     8     2     2
  278   122     5     8     2     1
  279   338     5     9     4     1
  280   279     5     8     4     2
  281   303     5     7     1     3
  282   272     5     6     2     1
  283   333     5     6     2     1
  284   391     5     9     2     2
  285   393     5     9     4     1
  286    64     5     8     3     2
  287    16     5     9     1     1
  288   343     5    10     3     1
  289   346     5     7     1     1
  290   144     5     7     4     1
  291    71     5    10     3     1
  292   155     5     9     1     3
  293   317     5    10     2     1
  294   286     5     7     1     3
  295   377     5    10     4     2
  296   311     5     7     1     2
  297   306     5     9     3     2
  298   174     5     8     1     2
  299   297     5     9     1     2
  300   271     5     7     4     1
  301   392     5     9     1     2
  302   349     5     7     4     3
  303   256     5     7     2     2
  304   126     5     8     4     2
  305    95     5     6     4     2
  306     5     5     7     3     2
  307    22     5     9     3     1
  308    11     5     7     1     2
  309   280     5     8     4     2
  310    88     5    10     3     1
  311   103     5     8     1     1
  312   187     5     8     1     1
  313   264     5     9     1     2
  314   110     5     9     1     1
  315   121     5     9     3     1
  316    30     5     7     1     1
  317   264     5     6     1     3
  318   295     5     6     1     3
  319   313     5     8     1     2
  320   136     5     9     3     1
  321     2     5     7     2     2
  322    64     5     8     1     1
  323   241     5     8     2     1
  324   303     5     7     3     2
  325   294     5    10     3     2
  326   244     6     9     3     1
  327   349     6     8     2     1
  328   393     6    10     1     1
  329   235     6     9     2     1
  330   103     6     8     1     1
  331    41     6     7     3     1
  332    77     6    10     3     1
  333   205     6    10     2     1
  334   205     6     7     2     2
  335   186     6     9     3     1
  336   328     6    11     2     2
  337    71     6     8     4     1
  338   253     6    10     4     3
  339   172     6     9     4     3
  340   339     6     7     3     2
  341   281     6    11     1     1
  342   242     6    10     2     2
  343   109     6     8     2     1
  344   129     6    10     1     3
  345   228     6    10     4     2
  346    21     6     8     1     3
  347   401     6    11     4     1
  348   239     6    10     2     2
  349   377     6    10     2     2
  350   124     6    11     3     2
  351   233     6    10     1     1
  352    99     6     9     3     2
  353   249     6    11     4     2
  354   140     6     8     2     1
  355   201     6    11     3     2
  356    35     6    11     4     3
  357   301     6    11     1     1
  358    46     6     7     3     2
  359    94     6    11     4     2
  360   227     6     7     4     2
  361   281     6    11     1     2
  362   377     6     8     2     2
  363   400     6    11     4     1
  364   394     6     7     3     2
  365   242     6     7     2     1
  366   166     6    11     1     2
  367   207     6    11     2     1
  368    56     6     9     1     3
  369    53     6     7     1     1
  370   146     6     9     3     2
  371   287     6     7     4     1
  372     6     6     7     3     2
  373   251     6    11     1     2
  374   227     6    10     3     1
  375   276     6     9     4     2
  376   297     7     9     4     1
  377   311     7    10     2     2
  378    99     7     8     3     2
  379   263     7     9     3     2
  380   367     7     8     3     1
  381   168     7     9     2     1
  382   374     7    10     2     2
  383   270     7    10     4     2
  384    71     7    12     1     1
  385   198     7     8     3     2
  386   205     7    11     1     2
  387   204     7    12     3     2
  388   320     7    12     3     1
  389   211     7     8     1     3
  390    38     7    11     4     2
  391    96     7    12     1     3
  392   158     7    11     1     2
  393   207     7     8     2     1
  394   123     7     9     2     2
  395   343     7    11     2     1
  396    70     7    10     4     2
  397    23     7    11     4     3
  398   125     7    11     1     2
  399   394     7     8     1     2
  400   398     7     9     3     2
  401    98     7    12     3     1
  402   150     7     8     4     1
  403   396     7     9     1     2
  404   378     7    11     4     1
  405    81     7    12     1     3
  406   282     7    12     2     1
  407    97     7     9     3     1
  408    89     7    12     3     1
  409    45     7    11     4     3
  410   220     7    12     3     2
  411   375     7     8     1     1
  412   222     7    10     2     1
  413   103     7     9     1     2
  414    62     7    12     4     2
  415    56     7     8     4     3
  416     8     7     8     3     1
  417   386     7    10     4     2
  418    41     7     9     1     2
  419   287     7    10     1     1
  420    19     7    11     3     1
  421   209     7    11     2     2
  422    73     7    12     2     2
  423    80     7     8     3     1
  424    94     7     8     3     2
  425   338     7    11     4     3
  426    61     7     8     4     1
  427   233     7     9     4     2
  428   219     7    10     1     1
  429   286     7    11     3     2
  430   255     7     8     3     1
  431   328     7    10     3     2
  432   320     7     9     4     2
  433   310     7     8     1     1
  434   343     7    10     2     1
  435   370     7     8     1     1
  436   102     7    10     3     1
  437    24     7    11     4     3
  438    10     7    11     2     1
  439   285     8    13     3     2
  440   129     8    11     1     2
  441   269     8    12     2     2
  442   238     8     9     1     3
  443   213     8    10     2     2
  444   140     8    10     2     2
  445   112     8    13     4     3
  446    25     8    10     1     1
  447   288     8     9     1     3
  448    86     8    10     2     1
  449   147     8    13     2     1
  450    69     8    13     3     1
  451   203     8    12     4     3
  452   292     8    10     3     2
  453   268     8    10     2     2
  454   329     8    12     2     1
  455   338     8     9     2     1
  456    89     8    10     2     1
  457   179     8    11     1     3
  458   285     8    13     1     3
  459    50     8    12     1     3
  460   158     8    13     2     1
  461   344     8    11     3     2
  462   396     8     9     4     2
  463   138     8    11     1     2
  464   265     8    12     4     3
  465   356     8     9     2     1
  466   244     8    11     3     1
  467   214     8    11     1     1
  468   164     8    10     4     1
  469   274     8    12     4     1
  470   121     8    10     4     3
  471   268     8    10     2     2
  472   133     8    11     3     2
  473   323     8    10     2     2
  474   134     8    12     2     1
  475   390     8    12     1     2
  476   217     8    12     2     2
  477   155     8    10     1     2
  478   270     8    13     4     2
  479   336     8    11     4     3
  480   274     8    12     1     1
  481   338     8    13     2     1
  482   332     8    10     4     1
  483   191     8    10     4     3
  484   360     8     9     3     2
  485   247     8    10     4     3
  486   307     8    11     3     1
  487    50     8    12     4     3
  488   245     8     9     1     2
  489   315     8    11     1     1
  490    84     8    12     3     2
  491   220     8    12     3     1
  492   235     8     9     1     2
  493   113     8    13     1     2
  494    71     8    13     3     2
  495   247     8    11     1     2
  496    85     8    11     1     3
  497   276     8    13     3     2
  498   366     9    10     4     3
  499    76     9    10     4     1
  500   100     9    13     3     1
  501   157     9    11     1     3
  502    26     9    13     1     3
  503   229     9    11     4     2
  504   288     9    12     3     2
  505   140     9    10     3     1
  506   120     9    13     2     1
  507   134     9    13     4     1
  508   175     9    11     4     2
  509   134     9    14     1     2
  510    66     9    10     3     1
  511   220     9    12     2     1
  512   273     9    12     1     1
  513   289     9    13     2     1
  514   321     9    14     3     2
  515    10     9    13     2     1
  516   209     9    12     3     1
  517   243     9    10     4     1
  518   308     9    13     4     1
  519   214     9    13     2     1
  520   217     9    12     2     1
  521   398     9    13     1     2
  522    14     9    10     1     2
  523   327     9    11     2     1
  524   278     9    12     4     1
  525   210     9    12     1     2
  526   342     9    13     4     1
  527   276     9    11     2     2
  528   118     9    11     4     1
  529   254     9    14     1     2
  530    74     9    10     2     1
  531   207     9    13     3     2
  532    20     9    14     2     1
  533   240     9    14     2     2
  534    28     9    10     3     2
  535   369     9    10     4     2
  536   185     9    14     1     3
  537   372     9    12     2     1
  538   230     9    11     4     2
  539    31     9    10     1     2
  540   298     9    14     1     2
  541   101     9    12     2     1
  542    38     9    14     2     1
  543   161     9    12     1     2
  544   299     9    13     4     3
  545    64     9    11     4     2
  546   351     9    12     3     2
  547   294     9    10     2     2
  548   265     9    13     4     1
  549   245     9    10     1     1
  550   238     9    10     3     1
  551   322     9    13     1     2
  552   300     9    14     4     3
  553    99     9    10     4     3
  554   353     9    12     3     2
  555    82     9    10     4     1
  556   253     9    13     4     3
  557   239     9    12     2     1
  558    65     9    13     4     1
  559   187     9    10     2     2
  560   175     9    14     1     1
  561    29     9    14     3     1
  562    79     9    11     2     1
  563   293     9    10     3     1
  564   327     9    14     4     2
  565   135     9    14     3     2
  566    61    10    14     3     1
  567   159    10    11     3     2
  568   127    10    15     1     1
  569   158    10    11     3     1
  570   206    10    14     2     1
  571   310    10    13     3     1
  572   275    10    15     3     2
  573   169    10    14     4     3
  574   303    10    14     1     1
  575   159    10    15     3     1
  576   275    10    13     3     2
  577   327    10    14     2     1
  578   370    10    14     1     3
  579   189    10    13     1     3
  580   387    10    13     2     2
  581   376    10    11     2     2
  582   158    10    15     2     1
  583    13    10    11     3     2
  584   227    10    11     2     1
  585   111    10    12     2     1
  586   289    10    14     4     3
  587    58    10    12     3     2
  588   259    10    12     1     3
  589   337    10    13     1     2
  590    18    10    15     2     2
  591   357    10    13     2     2
  592    53    10    14     3     1
  593   233    10    13     3     1
  594     5    10    15     2     1
  595   382    10    11     3     1
  596   309    10    13     4     2
  597   368    10    13     1     1
  598   152    10    14     4     2
  599   138    10    13     4     3
  600    14    10    15     4     2
  601    28    10    14     3     2
  602   295    10    15     4     1
  603   378    10    11     2     1
  604   187    10    13     3     2
  605   401    10    14     2     2
  606   360    10    11     3     2
  607   187    10    11     3     1
  608   250    10    13     2     2
  609   202    10    14     2     2
  610    20    10    11     3     1
  611   197    10    12     3     1
  612   121    10    14     3     1
  613    53    10    13     3     1
  614   191    10    14     2     1
  615   376    10    14     1     3
  616   190    10    13     4     1
  617    54    10    11     4     1
  618   395    10    15     2     2
  619   171    10    11     1     3
  620   149    10    11     4     3
  621    42    10    13     1     3
  622   313    10    12     3     2
  623   223    10    15     1     2
  624   180    10    12     3     1
  625   241    10    14     1     1
  626   155    10    11     2     1
  627    83    10    14     1     2
  628   161    10    14     3     2
  629   225    10    11     2     1
  630    37    10    11     1     1
  631    54    10    12     1     1
  632   281    10    12     3     2
  633   198    11    15     2     1
  634   382    11    16     3     1
  635   238    11    12     3     2
  636   392    11    15     3     1
  637    19    11    12     2     2
  638   341    11    14     2     1
  639   258    11    12     3     1
  640   252    11    16     3     2
  641    67    11    16     2     2
  642   170    11    12     1     2
  643   356    11    15     4     1
  644   138    11    16     4     1
  645   344    11    15     1     2
  646   216    11    14     3     2
  647   280    11    12     4     3
  648    95    11    12     3     2
  649    76    11    16     1     2
  650    58    11    14     4     3
  651   171    11    16     4     3
  652   211    11    15     4     3
  653    37    11    14     2     1
  654   389    11    14     2     1
  655     8    11    13     2     1
  656   111    11    14     2     1
  657   336    11    14     4     2
  658   203    11    16     2     2
  659   265    11    12     1     1
  660   189    11    16     4     3
  661   392    11    13     1     2
  662    90    11    12     2     1
  663   129    11    15     4     2
  664   104    11    13     1     2
  665   382    11    12     2     2
  666   184    11    16     4     1
  667   173    11    12     1     2
  668    47    11    15     2     1
  669   376    11    16     3     2
  670   207    11    15     2     2
  671   351    11    14     4     3
  672   144    11    13     2     2
  673    98    11    12     4     3
  674    10    11    13     2     1
  675   319    11    15     2     1
  676   105    11    13     4     3
  677    85    11    15     3     2
  678   393    11    14     1     1
  679   168    11    12     1     1
  680   329    11    13     3     2
  681    32    11    14     3     1
  682   154    11    15     1     3
  683   335    11    13     4     1
  684   355    11    15     4     2
  685    43    11    13     4     1
  686    26    11    15     4     2
  687     6    11    12     2     2
  688    59    11    13     1     2
  689    61    11    12     3     1
  690    52    11    14     1     1
  691    79    11    15     4     1
  692   271    11    14     4     3
  693   397    11    14     2     2
  694     9    11    15     4     2
  695    21    11    15     2     2
  696   120    11    16     3     1
  697   144    12    15     3     2
  698   249    12    13     2     1
  699   333    12    17     1     3
  700    43    12    13     1     2
  701     2    12    13     4     3
  702   138    12    16     4     2
  703   285    12    15     4     2
  704    78    12    13     4     1
  705    99    12    13     4     3
  706   112    12    13     1     1
  707   369    12    15     1     2
  708     5    12    15     3     2
  709   131    12    14     3     1
  710   345    12    15     2     1
  711    57    12    17     1     2
  712   336    12    15     4     2
  713   361    12    17     2     2
  714   221    12    17     3     2
  715   125    12    13     4     2
  716     9    12    15     4     1
  717    45    12    17     4     3
  718   333    12    13     4     3
  719   184    12    17     3     1
  720   300    12    14     3     1
  721   388    12    13     4     2
  722   129    12    13     4     2
  723    40    12    14     2     1
  724   276    12    14     2     1
  725   246    12    14     1     1
  726   180    12    14     3     2
  727   124    12    17     4     3
  728    33    12    15     4     3
  729    82    12    14     2     1
  730    42    12    14     2     2
  731     7    12    17     3     2
  732    99    12    14     2     2
  733   253    12    15     3     2
  734   310    12    16     4     1
  735   113    12    16     3     2
  736    88    12    16     3     1
  737    82    12    16     1     2
  738   387    12    17     3     2
  739   209    12    13     2     1
  740   331    12    13     3     1
  741   370    12    16     2     2
  742    55    12    15     1     1
  743   364    12    15     3     1
  744   200    12    17     4     3
  745   368    12    14     1     2
  746   188    12    15     2     1
  747   231    12    17     2     1
  748    64    12    17     1     3
  749   374    12    13     4     2
  750   224    12    14     3     1
  751    93    12    14     1     3
  752   161    12    17     4     3
  753   129    12    15     2     1
  754   220    12    13     3     1
  755   295    12    14     4     2
  756    12    13    18     2     1
  757   279    13    16     4     3
  758   147    13    17     2     2
  759   330    13    14     2     2
  760   222    13    18     1     1
  761   274    13    17     1     2
  762   195    13    18     2     1
  763   352    13    16     4     1
  764   140    13    14     4     2
  765   240    13    18     3     1
  766    27    13    14     1     1
  767   386    13    17     2     1
  768   210    13    16     2     1
  769    12    13    16     1     2
  770     7    13    18     2     2
  771   318    13    16     3     1
  772    74    13    14     4     2
  773   326    13    16     2     1
  774    71    13    15     2     2
  775   194    13    16     1     2
  776   277    13    17     4     3
  777   241    13    14     4     1
  778    51    13    17     3     2
  779    11    13    18     4     3
  780    29    13    16     1     1
  781   267    13    15     4     1
  782   150    13    14     2     1
  783   161    13    14     3     1
  784   238    13    16     4     2
  785    61    13    18     2     1
  786   117    13    18     3     2
  787    94    13    14     1     2
  788   233    13    14     2     1
  789   263    13    18     3     1
  790   241    13    15     4     3
  791   183    13    14     4     1
  792   217    13    16     1     1
  793   132    13    17     4     3
  794   220    13    14     2     1
  795   203    13    16     4     2
  796    49    13    16     2     2
  797    17    13    15     3     2
  798   303    13    18     2     2
  799   392    13    16     1     3
  800   334    13    17     2     2
  801   228    13    15     1     2
  802   222    13    16     1     2
  803   150    13    17     3     2
  804   355    13    14     2     1
  805   108    13    17     1     2
  806    60    13    17     2     1
  807    24    13    14     1     3
  808   315    13    16     1     3
  809   142    13    17     4     3
  810   181    13    16     4     2
  811   394    13    18     4     3
  812   262    13    16     4     1
  813   289    13    15     4     3
  814   109    13    17     1     3
  815   296    13    14     3     1
  816   256    13    14     2     1
  817   372    13    18     2     1
  818   380    13    17     3     2
  819   165    13    17     2     2
  820   317    13    16     3     1
  821    11    13    18     1     3
  822   297    13    17     3     1
  823   348    14    19     3     1
  824   165    14    15     4     1
  825    67    14    15     1     1
  826   234    14    19     4     3
  827   122    14    18     4     1
  828   271    14    19     3     2
  829    18    14    18     2     2
  830   269    14    19     2     1
  831    73    14    15     2     2
  832   303    14    17     2     1
  833   109    14    18     3     2
