DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 15

DAYS = 55
  354     3    33    38     4     3
  355    58    33    35     7     1
  356   131    34    38     4     2
  357    76    34    35     5     2
  358   128    34    37     2     3
  359   174    34    39     7     3
  360    67    34    36     7     2
  361   119    34    37     7     3
  362   159    34    39     2     1
  363    41    34    36     1     3
  364    93    34    35     7     1
  365   156    34    38     6     1
  366   176    34    39     1     3
  367    82    34    39     5     3
  368    99    34    36     7     2
  369   116    34    36     1     2
  370   125    34    38     6     1
  371   169    35    40     7     3
  372   112    35    39     5     2
  373    92    35    36     5     1
  374   174    35    36     7     1
  375    23    35    39     6     1
  376    80    35    36     2     3
  377   166    35    38     4     2
  378    81    35    37     3     2
  379    89    35    39     7     3
  380    17    35    39     3     2
  381    53    35    38     3     3
  382    77    36    39     2     1
  383    48    36    41     6     1
  384    50    36    40     7     2
  385    10    36    41     1     2
  386   102    36    39     5     2
  387   133    36    41     3     2
  388   145    36    39     4     2
  389   137    37    38     7     3
  390    77    37    38     6     2
  391    73    37    42     4     2
  392    91    37    41     5     1
  393   106    37    42     3     2
  394    59    37    41     5     3
  395   108    37    42     7     2
  396    60    38    43     7     2
  397   101    38    39     4     2
  398    47    38    40     2     1
  399   103    38    39     7     3
  400    36    38    43     7     2
  401    62    38    43     6     2
  402   153    38    40     3     3
  403    32    38    41     6     2
  404    60    38    40     2     2
  405    87    38    41     7     1
  406   123    38    42     5     3
  407    72    38    42     2     1
  408   150    39    43     1     1
  409     6    39    44     6     1
  410    23    39    41     3     3
  411    17    39    42     4     3
  412    28    39    41     2     3
  413   114    39    42     7     2
  414   132    39    40     6     1
  415    18    39    43     1     3
  416    26    39    41     4     3
  417   174    39    43     4     3
  418   129    39    40     2     2
  419   105    39    41     2     2
  420   126    40    42     2     1
  421     3    40    42     3     3
  422    41    40    43     7     1
  423    86    40    43     5     1
  424   138    40    42     6     2
  425   127    40    41     2     2
  426    38    40    41     3     2
  427    46    40    44     1     3
  428   174    40    43     4     3
  429   133    40    43     7     2
  430    34    40    42     4     1
  431    82    40    45     5     2
  432    54    40    41     1     2
  433    91    40    43     7     1
  434   170    40    45     7     3
  435    91    41    42     5     2
  436    12    41    46     5     3
  437   146    41    42     4     3
  438    32    41    46     3     2
  439   119    41    43     7     1
  440    25    41    44     1     2
  441    91    41    44     2     3
  442    24    41    44     2     1
  443    31    41    43     6     1
  444    26    42    46     6     1
  445    86    42    47     2     2
  446    45    42    45     2     2
  447   156    42    43     4     3
  448   126    42    46     6     1
  449   133    42    46     1     2
  450    59    42    47     5     3
  451   162    42    46     6     1
  452   170    42    43     7     1
  453    10    43    45     5     1
  454    20    43    44     2     1
  455   155    43    45     4     1
  456    25    43    45     2     1
  457    12    43    45     4     1
  458   100    43    46     2     2
  459   117    43    46     1     1
  460    74    43    46     5     2
  461    37    43    47     3     1
  462    43    43    45     7     3
  463   130    43    45     4     2
  464   165    43    48     7     2
  465    54    43    46     2     3
  466    43    43    45     6     1
  467    48    44    45     1     3
  468   136    44    48     6     1
  469    82    44    49     1     1
  470    88    44    46     3     1
  471   123    44    49     5     3
  472   119    44    45     1     1
  473    51    44    49     7     1
  474     7    44    48     6     2
  475     7    44    46     1     1
  476    59    44    48     4     1
  477    21    44    49     2     2
  478    17    45    47     6     1
  479    89    45    50     6     2
  480    12    45    49     7     1
  481    32    45    46     7     1
  482    56    45    50     3     1
  483    59    45    50     2     3
  484    30    45    47     2     1
  485    47    46    49     7     1
  486   170    46    49     7     3
  487   126    46    49     4     1
  488   174    46    48     7     2
  489     3    46    50     3     3
  490    13    46    49     6     1
  491   166    46    47     5     3
  492   149    46    50     6     2
  493    31    46    48     3     2
  494   153    46    50     5     1
  495    27    46    49     4     2
  496   175    46    50     5     1
  497   116    46    49     1     1
  498   145    46    51     2     1
  499   137    46    47     4     3
  500    95    47    48     2     3
  501   113    47    52     6     2
  502   146    47    52     6     1
  503    12    47    48     3     2
  504    85    47    52     2     3
  505   123    47    50     5     3
  506    58    47    48     6     1
  507   156    47    51     7     2
  508    22    47    50     1     1
  509   112    47    50     1     2
  510    22    48    50     1     2
  511    64    48    49     3     1
  512    90    48    52     1     2
  513   130    48    52     7     2
  514    88    49    53     1     3
  515   123    49    52     5     1
  516    19    49    50     7     1
  517    57    49    52     7     3
  518    46    49    53     3     2
  519   122    49    52     4     3
  520    80    49    50     2     3
  521    76    49    51     4     1
  522    29    49    54     2     1
  523    83    49    51     5     1
  524    69    49    51     6     1
  525    60    49    51     4     1

TECHNICIANS = 125
    1     8   535     9  0 1 0 0 0 0 0
    2   177   158     8  0 0 1 1 0 1 0
    3   113   559    10  1 1 1 0 0 0 0
    4    87   219     5  0 1 0 1 0 1 0
    5   178   984    10  0 1 0 0 0 0 1
    6    22   959     5  1 0 0 0 0 0 0
    7    55   809     8  1 0 0 0 0 1 1
    8    44   868     8  0 0 0 0 0 1 0
    9    24   283     9  0 0 1 0 0 0 0
   10    51   530     8  0 0 1 0 1 0 1
   11   105   479    10  1 0 1 0 0 0 0
   12     1   749     5  0 1 1 0 0 1 0
   13   179   292     7  0 1 0 0 0 0 0
   14    50   353     6  1 0 0 0 0 0 0
   15   135   329     5  1 0 0 1 0 0 0
   16    67   982     9  0 0 0 0 1 0 0
   17   180   368     5  1 0 0 1 0 1 0
   18   181   789     8  0 1 0 0 0 0 1
   19    63   629     8  0 0 0 1 0 1 0
   20     2   230     6  1 1 0 1 0 0 0
   21     1   411     7  0 0 0 1 0 1 1
   22     4   215     6  1 0 0 0 0 1 0
   23   182   288    10  0 0 1 0 0 0 0
   24   106   690     7  0 0 1 0 0 0 0
   25   107   362     8  0 0 0 0 0 0 1
   26     1   870     8  0 1 0 0 0 1 1
   27   133   445     8  1 0 0 0 0 0 1
   28    73   219    10  1 1 0 0 1 0 0
   29    76   875     8  0 1 0 0 1 1 0
   30     1   450     6  0 1 0 1 0 0 0
   31   142   410     5  1 0 1 0 0 0 0
   32   131   920     7  0 1 0 0 0 1 1
   33   169   415     8  0 1 0 0 1 0 0
   34    19   532     8  0 0 0 0 0 0 1
   35     1   954     8  0 1 0 1 0 0 1
   36     1   995     7  0 0 0 0 0 1 1
   37     1   212     6  0 0 0 0 0 1 1
   38   183   896     7  1 0 0 0 0 0 1
   39   184   776     5  1 0 0 1 1 0 0
   40    54   681     7  0 0 0 1 0 0 0
   41    46   260    10  0 0 0 0 0 0 1
   42    34   419     7  1 0 1 0 0 1 0
   43   157   297     7  0 0 1 0 0 1 1
   44    32   249    10  0 0 0 1 0 0 0
   45   172   659    10  0 0 1 0 0 0 1
   46   155   407     9  0 1 0 0 1 0 0
   47    72   203     6  1 0 0 1 0 1 0
   48   185   501     8  0 0 1 0 0 0 0
   49     1   282     7  0 1 0 0 0 1 0
   50   170   632     9  0 0 1 0 0 0 0
   51   120   146     9  0 0 0 0 0 1 0
   52   186   921     6  0 0 0 0 0 0 1
   53     4   823     8  0 0 0 1 1 0 0
   54   157   880     6  1 1 1 0 0 0 0
   55   187   309     5  1 1 0 0 0 0 0
   56    79   299     9  0 0 1 0 0 0 0
   57     1   173     7  1 0 0 0 0 0 1
   58    44   293    10  1 1 1 0 0 0 0
   59   168   992     6  0 0 1 0 0 0 0
   60   188   915    10  1 0 0 0 1 0 0
   61   189   603     8  0 0 1 1 0 1 0
   62     1   645     9  0 0 0 0 0 0 1
   63    93   259     7  0 0 1 0 0 0 0
   64   119   861     7  0 0 1 0 1 1 0
   65    89   411     5  1 0 1 0 1 0 0
   66    73   820     5  0 1 1 0 0 1 0
   67    10   810     6  0 0 1 0 0 0 0
   68     5   855     9  0 0 0 0 1 1 0
   69   190   216     7  1 0 0 1 0 1 0
   70    17   933     9  0 1 1 0 1 0 0
   71   191   568     9  0 0 1 0 0 0 0
   72   192   733     7  1 0 0 0 0 1 1
   73    42   880     7  0 0 0 1 0 0 0
   74     1   614     9  0 1 0 0 0 0 0
   75    20   245     8  0 0 0 0 0 1 0
   76   193   345     5  0 0 1 0 0 0 1
   77    14   580     5  0 0 1 0 0 0 0
   78   142   842     6  0 0 0 0 0 1 0
   79     2   717     8  1 0 0 0 0 0 0
   80    42   891    10  0 0 0 0 1 0 0
   81    69   720     9  0 0 0 0 1 1 0
   82   168   184     5  1 0 0 0 0 0 0
   83     7   122     8  0 0 0 0 1 1 0
   84    39   485    10  0 0 0 1 0 1 0
   85    96   633     6  0 1 0 0 0 0 0
   86     9   801     9  0 0 0 0 1 0 0
   87    86   442     6  0 0 1 0 0 0 0
   88   194   122     6  1 0 0 0 0 0 0
   89    93   541     8  0 1 0 0 0 0 0
   90   149   865     8  0 1 0 0 1 0 0
   91   125   789    10  0 0 0 0 0 1 1
   92   100   288     7  0 0 1 0 0 0 0
   93     1   645     6  1 0 1 0 1 0 0
   94    16   103    10  1 1 0 1 0 0 0
   95   104   681     6  0 0 1 1 1 0 0
   96    88   625     7  0 0 1 1 0 0 0
   97     1   903    10  1 0 0 1 1 0 0
   98   156   215    10  1 0 0 0 0 1 0
   99   116   930     5  0 0 0 0 0 1 0
  100   161   844    10  0 0 1 0 0 0 0
  101    38   502     8  1 0 0 0 0 0 0
  102    13   495     9  1 0 1 0 1 0 0
  103   164   588     9  0 1 0 0 0 0 0
  104   103   984     7  0 0 1 0 0 0 0
  105    51   294     6  0 0 0 1 0 0 0
  106    12   659    10  0 1 1 0 0 1 0
  107   143   280     5  0 0 0 0 1 0 0
  108    22   792     6  0 1 0 0 0 0 0
  109     1   257     6  0 0 0 1 1 0 1
  110   114   436    10  0 0 0 0 0 1 0
  111   171   398    10  1 0 1 0 0 0 0
  112   195   642     5  1 1 0 0 0 1 0
  113    41   496     7  1 1 1 0 0 0 0
  114    82   243    10  0 1 0 0 0 0 1
  115   133   827     5  0 0 0 0 0 1 0
  116   196   441     9  1 0 1 0 0 0 0
  117    90   936    10  0 0 0 0 0 0 1
  118     1   755     7  0 0 0 0 0 1 0
  119   141   609     8  1 0 0 1 0 0 1
  120   174   206     6  0 1 0 0 0 0 0
  121    77   514    10  0 1 1 0 0 1 0
  122    45   839     7  1 0 1 1 0 0 0
  123   197   949     6  0 0 1 0 0 0 0
  124    74   601     8  1 0 0 0 0 0 0
  125   198   723     8  0 0 0 1 1 0 1

