DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 20

DAYS = 55
   55    10     9    11     3     1
   56    49     9    10     2     2
   57    71     9    13     5     3
   58    89     9    13     7     2
   59    73     9    14     5     3
   60    68     9    12     2     1
   61    16     9    10     1     3
   62    58    10    15     4     1
   63    14    10    14     1     3
   64    83    10    14     6     1
   65    87    10    13     2     1
   66    38    10    15     7     1
   67    32    10    14     4     2
   68    19    10    12     7     2
   69    94    11    15     5     3
   70    30    11    12     5     1
   71    58    11    14     5     3
   72    86    11    13     3     1
   73    64    11    13     7     3
   74    73    11    15     6     1
   75    35    11    16     3     2
   76    66    12    14     1     3
   77    79    12    14     7     1
   78    27    12    14     1     3
   79    27    12    14     3     1
   80    85    12    17     6     2
   81    50    12    15     3     1
   82    45    12    13     6     1
   83    44    12    15     7     3
   84    35    12    16     6     2
   85    67    12    13     7     1
   86    20    12    17     3     1
   87    15    13    18     2     1
   88    69    13    15     2     2
   89    61    13    14     4     1
   90    76    13    15     7     3
   91    77    13    14     3     1
   92    41    13    15     7     2
   93    81    13    16     2     1
   94     6    14    15     7     3
   95    31    14    19     5     2
   96    99    14    18     7     1
   97    90    14    19     6     2
   98    48    14    16     3     2
   99    26    14    15     2     2
  100    55    14    17     3     1
  101    57    14    16     5     3
  102    55    14    15     4     3
  103    91    15    20     6     1
  104    67    15    18     2     2
  105    52    15    17     3     1
  106    89    15    16     1     3
  107     9    15    20     5     2
  108    87    15    17     7     2
  109     2    16    20     7     1
  110    94    16    18     4     1
  111    13    16    20     4     3
  112     4    16    21     6     2
  113     4    16    17     5     1
  114    57    16    20     4     3
  115    44    16    17     7     2
  116    57    16    17     6     2
  117     5    16    17     4     2
  118    33    16    18     3     2
  119    91    17    22     5     1
  120    33    17    22     7     3
  121    87    17    18     6     2
  122    79    17    20     1     2
  123    40    17    19     6     1
  124    77    17    20     5     1
  125    24    17    18     4     3
  126    77    17    19     1     2
  127    36    17    20     6     1
  128    27    18    23     4     3
  129    88    18    22     3     2
  130    76    18    22     7     1
  131     9    18    19     3     2
  132    43    18    23     6     2
  133    83    18    19     4     1
  134    41    18    20     4     3
  135    80    18    21     5     2
  136    68    19    23     1     3
  137    58    19    23     7     1
  138    97    19    20     3     2
  139    23    19    20     4     3
  140     6    19    20     5     1
  141    48    19    20     3     1
  142    31    20    24     3     2
  143    87    20    24     3     1
  144    91    20    25     7     1
  145    88    20    21     1     3
  146    49    21    24     4     3
  147    45    21    26     3     1
  148    17    21    23     7     3
  149    71    21    23     1     3
  150     9    21    24     7     3
  151    96    21    22     1     3
  152    82    21    26     5     2
  153    38    21    26     4     2
  154    60    21    23     7     3
  155    61    21    25     7     1
  156     2    21    22     3     1
  157    90    21    25     5     1
  158    98    22    26     4     1
  159    15    22    23     5     1
  160    62    22    26     1     2
  161     9    22    25     3     1
  162    20    22    26     5     1
  163    62    22    24     6     2
  164    85    23    28     6     1
  165    26    23    27     7     1
  166    89    24    26     2     1
  167    97    24    27     6     2
  168    22    24    26     3     1
  169    35    24    28     1     2
  170    77    25    27     2     2
  171    93    25    28     6     2
  172    69    25    27     2     1
  173    63    25    27     1     2
  174    70    25    30     5     2
  175     4    26    29     2     2
  176    60    26    28     1     2
  177    42    26    31     3     2
  178    11    26    30     1     2
  179    17    26    27     7     3
  180    91    27    30     2     1
  181    46    27    31     3     2
  182    32    27    30     6     2
  183    80    27    28     4     2
  184    68    28    32     1     3
  185    80    28    29     1     3
  186    90    28    33     5     3
  187    70    28    31     1     2
  188    15    28    30     6     2
  189    50    28    31     1     1
  190    71    28    29     4     1
  191    17    28    32     5     2
  192    86    29    31     7     1
  193    75    29    34     7     2
  194    73    29    30     2     2
  195    91    29    31     2     1
  196    86    29    33     7     1
  197    33    29    32     5     1
  198    10    30    34     5     3
  199    98    31    32     4     2
  200    32    31    32     4     1
  201    63    31    36     2     1
  202    16    32    33     4     1
  203    91    32    37     3     1
  204    35    32    37     1     1
  205    68    32    35     2     1
  206    39    33    35     4     2
  207    48    33    35     2     1
  208    41    33    37     6     2
  209    73    33    38     3     1
  210     9    33    36     7     1
  211    76    34    36     4     3
  212    24    34    35     6     1
  213    69    34    39     2     2
  214    88    35    38     7     2
  215    43    35    36     7     3
  216    43    36    40     1     3
  217    83    36    41     7     2
  218    51    36    39     4     1
  219    65    36    38     7     1
  220     3    36    38     3     2
  221    20    36    41     4     1
  222    62    36    38     4     3
  223    43    36    39     6     1
  224    23    36    40     3     2
  225    74    36    41     7     1
  226    39    37    41     3     1
  227    22    37    41     5     2
  228    47    37    38     2     1
  229    87    37    41     7     2
  230    88    37    39     4     3
  231    54    37    40     2     2
  232    51    37    38     5     3
  233    58    37    42     5     2
  234    77    38    40     2     1
  235    97    38    40     4     2
  236    14    38    39     3     1
  237    82    38    42     3     1
  238    98    38    42     7     1
  239    15    38    43     1     3
  240    75    38    41     4     3
  241    97    38    43     3     1
  242    66    39    43     1     2
  243    35    39    42     1     2
  244    55    39    44     6     1
  245    84    39    43     2     1
  246    39    39    41     3     1
  247    82    39    42     5     2
  248    82    39    44     7     3
  249    93    39    41     4     3
  250    33    39    44     7     3
  251    16    40    43     6     1
  252    41    40    45     6     2
  253    65    40    41     1     2
  254    30    40    45     5     1
  255    96    40    43     3     2
  256    70    40    43     3     2
  257    86    40    44     1     2
  258    48    41    45     3     2
  259    65    41    46     3     2
  260    37    41    43     2     1
  261    85    41    44     2     2
  262    54    41    44     6     2
  263     9    42    44     7     3
  264    59    42    43     3     1
  265    12    42    46     2     1
  266    25    42    46     6     1
  267    50    43    45     6     1
  268    17    43    48     4     1
  269    50    43    44     1     3
  270    89    43    46     1     3
  271    95    43    47     6     2
  272     4    43    45     5     1
  273     7    43    46     2     2
  274    91    44    48     7     1
  275    75    44    47     2     2
  276    47    44    48     7     2
  277    42    45    49     5     2
  278     9    45    47     6     2
  279    88    45    49     2     2
  280    98    46    49     7     1
  281    74    46    48     7     2
  282     3    46    47     5     1
  283   101    46    48     4     3
  284    12    46    49     7     3
  285    90    47    52     6     2
  286   100    47    49     2     1
  287    50    47    50     3     1
  288    47    47    52     3     1
  289    74    47    48     3     2
  290    60    47    48     2     2
  291    87    47    48     2     2
  292    75    47    52     3     1
  293    54    47    52     5     2
  294    68    47    48     5     2
  295    97    47    52     1     1
  296    38    47    49     7     3
  297    22    48    53     1     3
  298    60    48    50     1     2
  299    81    48    53     6     1
  300   101    48    52     6     1

TECHNICIANS = 125
    1     1   545     8  0 0 0 0 1 0 1
    2     1   110     6  0 0 0 1 0 0 0
    3     1   230    10  1 1 0 0 0 1 0
    4   102   945    10  0 1 0 0 1 0 0
    5    88   415     8  1 1 0 0 0 0 1
    6     1   700     7  0 0 0 0 1 0 0
    7     9   800     9  0 1 0 0 1 0 0
    8   103   430     8  0 0 0 1 0 0 1
    9    91   200    10  0 0 0 1 0 0 0
   10    94   510     9  1 0 0 0 0 0 1
   11    86   555     6  0 1 0 0 1 0 0
   12    66   130     5  0 0 0 0 1 1 1
   13    71   485     6  1 1 0 0 0 0 0
   14     1   250     8  0 0 0 0 0 1 0
   15    61   475     7  0 1 0 1 0 0 0
   16     1   710     6  0 0 1 0 1 0 1
   17   104   520     9  1 0 0 0 1 1 0
   18    61   410    10  1 0 0 0 0 0 0
   19     1   555     8  0 1 1 0 1 0 0
   20    15   585     8  0 0 0 1 0 0 1
   21    63   505     7  0 0 0 0 0 0 1
   22    85   690     9  0 1 0 0 0 1 1
   23    67   475     7  0 0 0 1 0 1 0
   24   100   365     5  0 1 0 1 1 0 0
   25    17   235     8  0 0 1 0 0 0 1
   26    13   390     6  0 1 0 1 1 0 0
   27     1   435     5  1 1 0 0 0 0 0
   28   105   425     6  0 0 0 1 0 0 0
   29    72   595     7  0 0 0 0 0 1 1
   30    23   815    10  1 0 1 0 1 0 0
   31    69   745     6  0 1 0 0 0 0 0
   32    76   540     9  1 0 0 0 1 1 0
   33    65   730     5  1 0 0 0 0 1 0
   34    38   780     5  0 1 0 0 0 0 0
   35    43   635     7  0 0 1 0 1 0 1
   36   106   825     5  1 0 0 1 0 1 0
   37    48   320     9  0 0 1 0 0 0 0
   38    44   720    10  1 1 1 0 0 0 0
   39    61   690     9  0 0 0 0 0 0 1
   40    60   160    10  0 0 0 1 0 1 0
   41    36   785     6  0 1 0 0 0 0 0
   42     1   735     7  1 0 0 0 0 1 1
   43     5   205     8  0 1 0 0 1 0 0
   44    91   670    10  1 0 0 0 1 0 0
   45    43   635     6  0 1 1 0 0 0 1
   46    87   680     6  0 0 0 0 1 1 0
   47     1   640     5  0 0 0 0 0 0 1
   48    38   790     7  0 0 1 1 1 0 0
   49    50   375     8  0 0 1 0 0 1 0
   50    73   440     6  0 1 0 0 0 0 0
   51    66   110     5  0 0 0 0 1 0 0
   52   107   275     7  0 0 0 1 1 0 0
   53   108   235     8  0 0 1 0 0 0 0
   54    83   915     6  0 0 1 0 0 1 0
   55    94   420     7  1 0 0 1 1 0 0
   56   109   355     7  0 0 1 0 0 0 0
   57    28   160     7  0 0 0 0 1 1 0
   58    51   120     6  1 1 0 0 0 1 0
   59   110   875    10  0 0 0 0 1 0 1
   60     1   505     7  0 0 0 0 0 1 0
   61     1   500     9  0 1 1 0 0 0 0
   62    81   685     8  1 0 0 0 0 1 1
   63    97   800    10  0 0 1 0 0 0 0
   64   111   715     5  1 0 0 1 0 0 0
   65    17   540     6  1 0 1 1 0 0 0
   66    68  1000     6  0 0 0 0 0 0 1
   67     1   105     6  0 0 1 0 0 0 0
   68     1   485     9  0 0 1 0 0 1 0
   69    93   990     9  1 0 0 0 0 1 0
   70    67   575     7  0 1 0 1 0 0 1
   71    80   290     8  0 0 0 0 1 0 0
   72    69   750     6  1 0 0 0 1 0 1
   73     1   850     5  0 0 0 0 1 1 1
   74    14   595    10  0 0 0 0 1 0 0
   75    90   285     5  0 0 1 0 1 1 0
   76    46   140     7  0 0 0 1 0 1 0
   77    31   960     7  0 0 0 1 0 0 0
   78   112   735    10  0 1 0 0 1 1 0
   79    71   595     6  1 0 0 0 0 1 0
   80    67   955     9  0 0 0 0 1 0 0
   81    48   700    10  1 0 0 0 0 0 0
   82    82   895     8  0 0 1 0 0 0 0
   83     1   380     6  0 0 1 0 0 1 0
   84    97   775    10  0 0 0 0 0 0 1
   85    21   785     9  1 1 0 0 0 0 0
   86    63   520    10  0 0 0 0 0 0 1
   87     1   655     8  0 0 0 0 1 0 0
   88   113   690     8  0 0 1 0 0 1 1
   89    41   485     6  0 0 0 0 1 0 0
   90     1   270     5  0 1 0 0 0 0 0
   91    90   440     9  0 0 0 0 0 1 1
   92    49   715    10  0 0 0 0 0 0 1
   93    37   650     6  0 0 1 0 1 0 1
   94     1   890     9  0 0 0 1 0 0 0
   95   114   855    10  0 1 0 0 0 0 0
   96   100   845     6  0 0 0 1 0 0 1
   97    11   310     9  0 0 0 1 0 0 0
   98    52   895     5  0 0 0 0 0 0 1
   99    67   880    10  1 0 0 0 0 0 0
  100    72   170     6  1 0 0 0 1 0 1
  101   115   635     6  1 0 0 0 0 0 0
  102    53   595     9  0 1 1 0 0 0 0
  103    82   995     8  0 1 1 0 0 0 1
  104    17   995    10  1 0 1 0 1 0 0
  105     1   985     7  0 0 0 1 0 0 1
  106    75   225     9  1 0 0 0 0 0 0
  107    28   730     8  1 0 0 1 0 0 1
  108    87   755     7  0 0 1 0 0 0 1
  109    76   910     7  0 1 1 0 1 0 0
  110    73   665     5  1 0 0 0 1 0 0
  111    10   595     9  0 1 1 1 0 0 0
  112    34   465    10  0 0 0 0 1 0 1
  113    57   245     6  0 1 0 1 0 1 0
  114     1   290     7  0 0 1 0 1 1 0
  115    93   395     7  0 0 0 1 0 1 1
  116     1   245     6  0 0 1 0 0 0 1
  117    30   585    10  0 0 0 0 1 1 1
  118   116   645     7  1 0 0 0 0 0 0
  119   117   645    10  0 0 1 1 1 0 0
  120    11   870     8  0 1 0 1 0 0 1
  121     3   830     5  0 1 0 1 0 0 1
  122   118   490     9  0 0 0 0 0 1 0
  123    71   990     6  0 0 1 1 0 0 1
  124    25   475     9  0 0 0 1 0 1 1
  125    53   220     6  0 0 0 1 0 0 0

