DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 16

DAYS = 15
  326     2     4     9     1     1
  327    62     4     5     3     1
  328   142     4     7     1     2
  329   140     4     5     2     2
  330    91     4     7     3     3
  331   170     4     8     3     3
  332   180     4     6     1     3
  333    67     4     9     2     1
  334    83     4     8     2     1
  335   187     4     9     3     3
  336   158     4     8     3     3
  337    91     4     7     2     1
  338   128     4     6     1     3
  339   108     4     8     3     2
  340   165     4     8     2     1
  341   222     4     6     1     1
  342    99     4     8     2     1
  343    49     4     9     3     2
  344   242     4     7     3     1
  345   126     4     8     3     3
  346    97     4     6     1     1
  347    48     4     6     2     1
  348     9     4     5     1     3
  349   248     5     8     1     1
  350    61     5    10     2     2
  351   139     5     8     3     3
  352   136     5    10     1     2
  353   109     5     8     2     1
  354    65     5     8     3     3
  355   225     5     6     3     2
  356   117     5     6     1     3
  357    22     5     6     1     1
  358   211     5    10     1     3
  359   100     5     8     1     1
  360   238     5     6     2     2
  361   245     5    10     1     2
  362   155     5     6     1     3
  363    53     5     7     3     3
  364     7     5     9     3     1
  365    23     5     7     1     3
  366   195     5     7     3     3
  367    94     5     7     2     1
  368    98     5     9     1     1
  369    38     5     6     3     3
  370   238     5     8     1     3
  371   204     5    10     3     1
  372   156     5     7     3     2
  373    34     5     6     1     1
  374    58     5     9     3     1
  375   134     5     8     3     1
  376   158     5     7     1     3
  377   251     5     6     2     1
  378   113     5    10     1     2
  379   196     5     9     1     1
  380   150     5     8     2     1
  381   140     5    10     2     2
  382   148     5    10     3     2
  383   218     5     9     2     2
  384   221     5     8     3     3
  385   133     5     9     3     2
  386    30     5     7     2     2
  387   118     5    10     2     2
  388    10     5     8     2     1
  389    40     5     6     2     2
  390   212     5     8     1     2
  391   120     5     8     2     2
  392    12     5     6     1     3
  393   184     5    10     2     2
  394   204     5     7     3     3
  395    76     5    10     1     2
  396    62     5     7     1     1
  397    54     5     6     3     1
  398   161     5     6     2     1
  399   250     5     8     3     3
  400    16     5     6     3     2
  401    76     5     8     3     3
  402   244     5     7     2     2
  403   167     5     9     3     3
  404   173     5     8     2     1
  405   101     5    10     1     3
  406    37     5    10     3     3
  407   172     5    10     3     2
  408   191     5    10     1     2
  409   216     5     8     1     1
  410    39     5     8     2     1
  411   138     5     8     3     3
  412   233     5    10     1     1
  413    49     5     9     2     1
  414    90     5     7     2     1
  415    90     5     9     1     3
  416   214     5     9     1     2
  417   186     5     9     3     1
  418    38     5     7     3     1
  419   250     5    10     3     3
  420    72     5     8     2     1
  421    12     5     6     3     3
  422   219     5     8     1     2
  423   146     5     9     3     3
  424    60     5     7     1     3
  425   124     5     8     2     2
  426    98     5     7     1     3
  427    10     5    10     2     1
  428   142     5     7     2     2
  429    60     5     9     2     2
  430   200     5     8     2     2
  431     7     6     8     2     1
  432     5     6    10     3     3
  433   146     6     7     3     1
  434   140     6    11     3     2
  435   138     6    10     1     2
  436    57     6    11     3     3
  437   180     6     7     3     2
  438   111     6    10     3     2
  439    32     6    11     3     2
  440   124     6     8     2     1
  441    93     6    10     1     2
  442   124     6    10     2     2
  443   157     6     9     3     2
  444   177     6     9     3     2
  445   130     6     8     1     2
  446   159     6     8     3     1
  447     2     6    10     2     2
  448   220     6    10     2     2
  449    36     6    11     2     2
  450    76     6     8     2     2
  451   177     6     9     2     1
  452   138     6    11     2     1
  453   177     6     7     1     2
  454   205     6    11     1     3
  455   129     6     9     1     2
  456    61     6    10     3     3
  457    11     6    10     1     1
  458   161     6    10     3     3
  459   118     6     8     1     2
  460    64     6     8     1     1
  461    13     6     9     2     2
  462    95     6     7     3     2
  463    19     6     7     3     2
  464   135     6     8     3     2
  465   107     6    11     2     2
  466    42     6     9     1     2
  467   108     6     8     3     2
  468   203     6    10     1     2
  469   121     6    10     1     2
  470   117     6    10     2     2
  471   211     6    11     1     3
  472   240     6    11     1     3
  473    39     6     9     1     1
  474    25     6    10     1     1
  475   151     6     7     2     2
  476   231     6    11     1     1
  477   154     6    10     2     1
  478    97     6    11     2     2
  479   163     6     7     2     2
  480    87     6     7     3     2
  481   233     6     8     1     3
  482    91     6    10     2     1
  483    89     6     7     3     1
  484    60     6     7     3     3
  485   189     6     7     3     1
  486    76     6    10     3     1
  487   200     6     9     3     3
  488    81     6     9     1     3
  489    62     6     7     2     2
  490   227     6    10     1     3
  491    66     6     9     3     1
  492   234     6     7     2     1
  493   216     6     9     1     2
  494   190     6     7     2     2
  495   228     6    11     1     1
  496    29     6     9     3     2
  497    57     6    10     1     1
  498     3     6     7     3     1
  499    31     6     9     2     1
  500    54     6     8     2     2
  501    94     6     7     3     1
  502   228     6     7     2     2
  503   138     6     8     2     1
  504    97     6    11     3     3
  505   198     7    11     3     2
  506   133     7    11     1     3
  507    94     7    10     1     1
  508    41     7    11     1     3
  509   159     7    10     3     1
  510   244     7    11     3     3
  511   165     7     9     3     2
  512   231     7    10     1     1
  513   238     7    11     1     1
  514   210     7    11     2     1
  515   122     7     9     1     1
  516   106     7     9     3     1
  517   185     7    10     1     2
  518   219     7     9     3     2
  519    51     7    12     2     2
  520     3     7    10     1     3
  521    22     7    10     3     1
  522   200     7     9     1     3
  523    65     7    11     1     1
  524    92     7     9     3     1
  525   231     7    12     3     3
  526   177     7    10     2     2
  527   162     7    11     3     1
  528   140     7    12     2     2
  529   184     7    11     3     1
  530   118     7     9     2     2
  531     9     7    11     3     2
  532    50     7    12     1     3
  533    30     7     9     3     1
  534   236     7    10     3     3
  535   221     7    10     1     3
  536     4     7     8     3     2
  537    40     7    11     2     1
  538   246     7     9     1     2
  539   158     7    12     3     2
  540    24     7    10     3     3
  541   224     7     9     2     2
  542   162     7     8     1     3
  543   154     7    10     3     2
  544    46     7     9     1     1
  545   135     7    12     3     3
  546    71     7    10     1     2
  547    82     7     9     2     2
  548   144     7     9     2     1
  549    73     7    12     3     1
  550   190     7    12     1     2
  551   177     7    12     3     3
  552   126     7     9     2     2
  553   222     7    11     2     1
  554    85     7    12     1     2
  555   158     7     8     1     1
  556   176     7     8     2     2
  557     9     7    10     3     3
  558    33     7     9     1     1
  559   150     7     9     1     2
  560   123     7     9     2     1
  561   197     7    11     1     3
  562   106     7     9     1     3
  563   244     7    12     3     3
  564   225     7    12     1     3
  565   112     7     9     1     2
  566    10     7    11     1     3
  567   192     7     8     2     2
  568    29     7    11     1     2
  569    67     7    11     3     2
  570   219     7     8     2     1
  571    95     7     8     1     1
  572    56     7    10     2     2
  573   152     7     9     3     3
  574   142     7     9     3     3
  575   116     7    11     3     2
  576    51     7     9     2     1
  577   132     7    12     1     3
  578   123     7    10     2     2
  579   245     7    10     3     3
  580   235     7    12     2     2
  581   251     7     8     2     1
  582   116     7    11     2     2
  583   134     7     8     3     2
  584   230     7    10     3     2
  585   114     7    12     1     2
  586   172     7     8     1     3
  587   238     7    10     2     1
  588    88     7    11     2     2
  589    11     7     9     3     1
  590   231     7     9     1     2
  591   187     7     8     2     2
  592    82     7    10     1     2
  593   159     7    11     2     1
  594   245     8    10     1     3
  595   120     8    12     3     1
  596   115     8    11     2     1
  597     8     8    11     2     1
  598    13     8    11     2     1
  599    91     8    10     2     1
  600   245     8    11     1     1
  601   166     8    10     1     3
  602   223     8    11     2     2
  603   101     8    11     2     2
  604   232     8    13     3     2
  605   205     8    13     3     1
  606    52     8    11     1     3
  607    70     8    12     3     1
  608   190     8    10     1     1
  609   104     8    11     2     1
  610    11     8    10     1     3
  611    72     8    13     2     2
  612   121     8    10     1     1
  613   238     8    13     3     3
  614    66     8    11     2     1
  615   123     8    10     3     3
  616   179     8    10     1     3
  617   146     8    10     1     3
  618   149     8    11     3     2
  619   181     8     9     3     2
  620   215     8    13     2     1
  621   113     8    13     3     3
  622    54     8    10     2     2
  623    33     8    12     3     2
  624   184     8    11     2     2
  625    62     8    11     2     2
  626   113     8    12     1     3
  627   172     8     9     2     2
  628   247     8    10     2     2
  629   208     8    13     3     2
  630   150     8    10     1     2
  631   224     8    11     1     1
  632   111     8    13     3     3
  633   195     8    10     1     3
  634   111     8    10     1     1
  635    12     8    10     2     1
  636   233     8     9     2     2
  637   217     8    13     2     1
  638   239     8    13     2     1
  639    50     8    11     3     1
  640   191     8    12     2     1
  641    57     8    10     2     2
  642   111     8    12     3     1
  643   134     8    11     2     2
  644    34     8    11     2     2
  645   164     8    13     1     1
  646   110     8     9     2     2
  647   205     8     9     3     3
  648    34     8    13     2     1
  649    40     8    13     2     1
  650    64     8    11     2     1
  651    24     8    10     2     1
  652    81     8    12     2     2
  653    68     8    10     3     2
  654   220     8    11     3     3
  655    46     8    12     1     2
  656   219     8    10     2     2
  657   163     8    13     3     1
  658   107     8    13     3     3
  659    20     8    10     2     1
  660   245     8    13     3     3
  661    85     8    12     2     1
  662     2     8    13     3     2
  663   205     8    12     2     2
  664   106     8     9     2     1
  665    52     8     9     2     1
  666   245     8    11     2     1
  667   140     8    12     3     3
  668    14     8    10     3     3
  669    74     8    13     3     2
  670   151     8    12     3     2
  671    18     8    10     2     1
  672   224     8     9     2     2
  673   142     8    10     2     2
  674   207     8    12     1     1
  675   119     8     9     2     2
  676    84     9    13     3     3
  677    92     9    13     2     2
  678    24     9    10     1     3
  679   170     9    11     3     2
  680     6     9    14     2     2
  681   230     9    13     2     2
  682   192     9    11     2     1
  683   162     9    10     3     1
  684    19     9    11     1     1
  685   191     9    14     2     2
  686   165     9    12     3     2
  687   193     9    12     3     2
  688   122     9    12     1     2
  689    98     9    11     3     2
  690   209     9    13     1     2
  691    36     9    11     1     2
  692    38     9    13     2     1
  693    80     9    11     2     1
  694    48     9    10     1     3
  695   158     9    10     1     1
  696    86     9    11     2     1
  697    19     9    13     1     2
  698   143     9    14     2     2
  699    57     9    13     3     1
  700    71     9    12     2     2
  701   231     9    13     3     1
  702    91     9    14     1     2
  703   126     9    11     1     1
  704   173     9    10     2     2
  705    81     9    11     3     2
  706   157     9    11     3     3
  707   227     9    12     1     2
  708   238     9    10     2     1
  709    78     9    13     2     1
  710    31     9    10     2     2
  711    22     9    13     2     1
  712    16     9    13     1     2
  713   126     9    11     1     3
  714   208     9    11     1     1
  715    39     9    10     2     1
  716    76     9    13     1     1
  717   203     9    14     1     1
  718   137     9    11     3     3
  719    88     9    12     2     1
  720    40     9    11     2     1
  721   141     9    13     1     3
  722    16     9    11     2     1
  723    37     9    11     1     2
  724   100     9    13     1     3
  725   236     9    10     3     3
  726   140     9    14     2     2
  727    92     9    12     2     1
  728    21     9    11     2     1
  729   144     9    10     2     2
  730   230     9    14     2     1
  731     3     9    13     1     3
  732   231     9    11     1     1
  733   212     9    12     2     2
  734   186     9    10     2     1
  735   186     9    11     2     1
  736   141     9    13     3     2
  737   151     9    14     2     1
  738    42     9    12     3     3
  739    41     9    14     1     1
  740    44     9    11     2     1
  741    83     9    14     1     2
  742   129     9    12     3     2
  743    20     9    14     1     1
  744   242     9    12     2     1
  745   198     9    13     3     2
  746   225     9    14     3     3
  747   163     9    12     3     1
  748    48     9    11     1     3
  749    83     9    10     1     3
  750   151     9    13     2     1

TECHNICIANS = 25
    1     1   483    10  0 1 1
    2     5   142     7  1 1 1
    3   133   408    10  0 1 1
    4   252   663     8  0 1 1
    5   247   926     9  1 1 1
    6   253   460     6  0 1 1
    7   173   287     5  0 0 1
    8     1   414     8  0 1 0
    9   175   590     6  1 0 0
   10   243   693     7  1 1 1
   11    42   446    10  1 1 1
   12   254   234     5  1 1 0
   13     1   484    10  1 1 1
   14     1   638     9  1 1 1
   15   140   199     7  1 1 0
   16   255   925     9  1 1 1
   17     8   759     8  0 1 1
   18     1   547     7  1 1 1
   19   243   746    10  0 1 1
   20    90   300     5  1 1 1
   21    12   482     6  0 0 1
   22     1   318     7  1 1 0
   23    31   528     6  1 0 0
   24   196   441     6  1 1 1
   25   210   166     8  0 1 0

