DATASET = ORTEC Early VeRoLog 2019 - easy
NAME = Instance 8 easy

DAYS = 35
	109	682	653
	110	354	375
	111	277	242
	112	290	511
	113	231	228
	114	327	470
	115	517	323

REQUESTS = 300
	1	54	1	3	1	2
	2	64	1	6	3	2
	3	85	1	5	1	3
	4	75	1	4	2	1
	5	7	1	4	1	1
	6	97	1	4	4	2
	7	92	1	3	5	3
	8	3	1	3	1	1
	9	33	1	4	5	1
	10	6	1	3	4	3
	11	57	2	7	2	2
	12	29	2	7	2	3
	13	75	2	5	1	2
	14	58	2	6	3	2
	15	42	2	5	1	1
	16	56	2	7	5	2
	17	35	2	4	5	2
	18	61	2	7	1	2
	19	38	2	6	4	3
	20	48	3	6	5	2
	21	60	3	4	5	2
	22	39	3	6	5	3
	23	53	3	8	3	2
	24	61	3	5	4	2
	25	36	3	7	3	3
	26	90	3	5	5	1
	27	64	3	8	1	3
	28	2	3	8	1	2
	29	31	4	5	3	3
	30	20	4	6	5	1
	31	27	4	9	1	3
	32	89	4	5	3	3
	33	9	4	8	1	1
	34	40	4	6	5	2
	35	7	4	9	2	3
	36	25	4	9	5	2
	37	14	4	8	2	2
	38	15	4	9	1	2
	39	8	4	5	3	1
	40	30	5	6	5	2
	41	68	5	7	1	3
	42	77	5	9	2	2
	43	24	5	6	4	3
	44	37	5	7	4	2
	45	21	5	8	4	3
	46	85	5	9	5	2
	47	11	5	8	1	2
	48	92	6	9	2	2
	49	72	6	7	3	2
	50	19	6	7	4	3
	51	87	6	8	1	1
	52	27	6	7	2	2
	53	65	6	7	4	2
	54	25	7	10	5	3
	55	91	7	9	1	2
	56	2	7	10	3	3
	57	33	7	12	2	1
	58	84	7	9	1	3
	59	2	7	12	2	2
	60	37	7	10	4	1
	61	48	7	9	5	1
	62	41	7	12	2	3
	63	10	7	10	5	3
	64	86	7	11	2	2
	65	15	7	8	3	1
	66	20	8	12	4	2
	67	5	8	11	2	3
	68	13	8	11	1	1
	69	73	8	9	4	3
	70	46	8	10	3	3
	71	89	8	10	4	3
	72	96	8	12	4	2
	73	92	8	11	1	3
	74	32	8	9	3	1
	75	35	8	11	4	2
	76	14	8	13	3	1
	77	89	9	10	2	1
	78	73	9	14	5	2
	79	80	9	14	5	2
	80	94	9	13	4	1
	81	65	9	10	4	3
	82	58	9	12	1	1
	83	30	9	10	2	2
	84	62	9	11	2	1
	85	64	9	13	5	1
	86	92	9	10	2	2
	87	73	9	14	1	1
	88	71	9	11	2	1
	89	90	9	13	1	2
	90	8	9	12	3	1
	91	23	9	11	5	2
	92	74	10	14	1	1
	93	36	10	15	1	1
	94	88	10	13	2	1
	95	75	10	13	3	1
	96	5	10	13	3	3
	97	50	10	14	2	3
	98	59	10	12	3	2
	99	29	10	15	2	2
	100	45	10	14	5	3
	101	37	10	12	3	1
	102	80	10	14	5	3
	103	12	10	11	4	3
	104	16	10	13	2	3
	105	22	10	15	4	3
	106	18	11	13	3	3
	107	63	11	15	2	3
	108	31	11	13	4	1
	109	18	11	15	4	1
	110	9	11	12	3	3
	111	61	12	15	5	3
	112	16	12	13	3	3
	113	22	12	15	3	2
	114	30	12	16	1	2
	115	8	12	15	1	1
	116	6	12	15	3	3
	117	90	12	13	1	2
	118	26	12	14	5	2
	119	81	12	17	1	1
	120	86	12	13	3	1
	121	55	12	17	2	2
	122	80	13	17	3	2
	123	41	13	14	3	1
	124	40	13	18	1	1
	125	94	13	18	1	1
	126	30	13	17	5	3
	127	74	13	14	1	3
	128	9	13	14	4	2
	129	20	13	15	3	2
	130	29	13	17	4	2
	131	76	13	15	5	2
	132	96	13	16	1	2
	133	2	14	19	2	1
	134	94	14	17	1	1
	135	9	14	19	3	2
	136	14	14	15	1	2
	137	98	14	16	3	3
	138	31	14	16	3	2
	139	91	14	15	3	3
	140	39	14	15	3	1
	141	86	14	17	4	1
	142	18	14	15	3	3
	143	94	14	15	1	2
	144	76	15	16	2	3
	145	46	15	20	1	3
	146	76	15	18	3	3
	147	48	15	17	1	2
	148	72	15	17	3	3
	149	22	15	17	5	2
	150	77	15	17	4	3
	151	44	15	20	2	1
	152	87	15	16	2	3
	153	67	15	19	1	2
	154	63	16	20	2	3
	155	101	16	19	4	2
	156	25	16	21	2	1
	157	11	16	21	4	1
	158	12	16	19	2	3
	159	40	16	17	3	3
	160	66	16	19	5	3
	161	99	16	20	3	2
	162	45	16	20	3	2
	163	14	16	19	1	1
	164	21	16	20	4	3
	165	70	16	17	1	1
	166	47	16	20	3	3
	167	68	16	20	5	2
	168	86	16	20	2	2
	169	88	16	20	3	1
	170	5	16	19	4	1
	171	39	16	20	1	1
	172	26	16	17	3	1
	173	38	16	21	2	1
	174	65	17	18	1	2
	175	35	17	22	2	1
	176	54	17	22	2	3
	177	41	17	18	1	1
	178	35	17	21	2	3
	179	45	17	19	3	3
	180	41	17	21	1	3
	181	26	17	21	3	2
	182	75	17	21	3	1
	183	46	17	22	4	1
	184	30	17	18	3	2
	185	27	17	19	2	1
	186	61	17	22	3	2
	187	64	17	21	2	2
	188	49	18	19	4	2
	189	92	18	19	3	3
	190	19	18	20	5	1
	191	28	18	20	4	2
	192	72	18	20	2	2
	193	3	18	23	3	2
	194	93	18	20	4	2
	195	16	18	22	2	2
	196	17	19	22	3	3
	197	84	19	24	1	2
	198	41	19	22	5	2
	199	98	19	24	1	2
	200	40	19	22	2	3
	201	32	19	21	3	1
	202	50	19	21	4	2
	203	32	19	24	4	3
	204	101	19	21	2	1
	205	29	20	24	1	2
	206	3	20	21	2	1
	207	90	20	24	2	2
	208	101	20	22	2	3
	209	25	20	25	5	3
	210	76	20	23	1	1
	211	58	20	25	3	3
	212	82	20	23	4	1
	213	40	21	25	4	2
	214	83	21	25	5	1
	215	26	21	22	1	1
	216	64	21	22	1	3
	217	83	21	26	2	3
	218	8	21	22	5	1
	219	10	21	26	3	3
	220	58	21	22	1	3
	221	31	21	26	4	1
	222	82	21	26	4	3
	223	33	21	23	1	3
	224	40	21	24	4	1
	225	57	22	26	4	2
	226	81	22	25	3	3
	227	75	22	25	4	3
	228	32	22	26	3	1
	229	72	22	24	4	1
	230	97	22	24	3	1
	231	69	22	24	2	2
	232	57	23	24	5	3
	233	92	23	27	1	2
	234	47	23	26	5	2
	235	57	23	28	2	1
	236	59	23	24	4	3
	237	33	23	28	1	2
	238	84	24	25	2	1
	239	51	24	25	2	2
	240	8	24	25	3	2
	241	95	24	25	2	1
	242	77	24	26	5	1
	243	33	24	28	1	3
	244	99	24	28	5	1
	245	32	24	25	1	1
	246	12	24	27	4	1
	247	38	24	25	5	3
	248	78	24	25	1	1
	249	100	24	25	2	3
	250	100	24	26	1	3
	251	28	24	28	3	1
	252	56	25	26	4	1
	253	30	25	30	3	1
	254	59	25	29	2	1
	255	85	25	27	4	2
	256	66	25	29	4	1
	257	4	25	30	3	1
	258	70	25	28	4	1
	259	79	25	28	2	2
	260	76	25	26	2	3
	261	33	25	29	2	3
	262	9	25	26	5	1
	263	8	26	27	2	1
	264	43	26	30	4	3
	265	3	26	27	5	2
	266	42	26	31	2	1
	267	64	26	27	5	2
	268	42	26	28	5	2
	269	66	26	31	1	1
	270	98	26	29	4	1
	271	38	26	30	2	2
	272	91	26	29	2	2
	273	6	26	28	1	1
	274	21	27	29	2	2
	275	45	27	29	5	3
	276	62	27	32	4	3
	277	78	27	28	3	2
	278	50	27	28	3	3
	279	61	27	30	5	1
	280	51	27	32	4	2
	281	74	27	30	2	2
	282	26	27	28	1	3
	283	48	27	30	3	1
	284	19	27	30	3	1
	285	28	27	32	5	1
	286	23	28	32	5	1
	287	21	28	33	3	3
	288	56	28	33	3	1
	289	60	28	29	5	1
	290	92	28	29	4	1
	291	11	28	30	5	1
	292	96	28	30	3	1
	293	41	28	29	3	2
	294	67	28	30	5	2
	295	99	28	30	2	2
	296	27	28	33	4	2
	297	32	29	33	2	2
	298	76	29	30	4	3
	299	48	29	31	2	2
	300	95	29	32	4	3

TECHNICIANS = 375
1	85	780	8	1	1	0	0	1	
2	93	925	9	0	1	0	1	1	
3	94	105	8	1	0	0	1	0	
4	26	420	10	0	1	1	1	0	
5	33	485	5	0	0	1	0	0	
6	1	80	5	0	0	1	1	1	
7	3	120	6	1	0	1	1	0	
8	71	225	10	1	1	1	0	0	
9	67	285	9	0	0	0	1	0	
10	102	670	5	1	0	1	0	0	
11	76	445	9	0	0	1	0	1	
12	33	840	7	1	0	1	0	1	
13	26	865	9	1	0	0	1	0	
14	1	870	6	0	0	0	1	1	
15	103	720	5	1	1	0	0	0	
16	1	220	8	0	1	1	1	0	
17	5	620	7	0	1	0	1	1	
18	68	390	8	0	0	1	1	0	
19	1	575	9	1	1	1	0	0	
20	1	890	10	1	1	0	0	1	
21	4	730	5	1	1	0	0	0	
22	43	760	9	0	1	1	1	0	
23	86	910	7	0	1	0	0	0	
24	65	300	9	1	0	0	0	0	
25	97	720	9	1	0	0	0	0	
26	97	255	6	0	1	1	0	1	
27	69	965	6	1	0	0	0	0	
28	1	620	9	1	0	0	1	1	
29	104	520	5	0	1	0	1	0	
30	88	610	7	0	0	0	1	1	
31	4	250	6	0	1	0	0	1	
32	26	200	7	0	0	1	0	1	
33	105	550	10	0	0	0	0	1	
34	106	870	6	0	0	1	0	0	
35	50	630	8	0	0	0	1	0	
36	70	205	8	1	0	0	0	0	
37	66	765	9	0	0	0	1	0	
38	60	785	9	0	0	1	0	1	
39	67	400	5	1	0	0	1	1	
40	2	535	9	1	0	0	0	1	
41	78	355	7	0	0	0	1	0	
42	19	345	5	0	0	0	0	1	
43	47	525	9	1	0	1	0	0	
44	1	815	7	0	1	0	1	0	
45	107	560	5	1	0	0	0	0	
46	108	260	8	1	0	1	1	0	
47	62	400	9	0	1	0	0	1	
48	1	315	5	0	0	1	0	0	
49	1	615	10	0	0	1	0	1	
50	1	760	8	0	1	0	0	0	
51	109	640	9	0	0	0	1	0	
52	1	475	6	1	0	0	1	0	
53	1	705	7	1	0	0	0	0	
54	35	385	10	1	0	0	0	1	
55	110	735	7	0	0	0	1	0	
56	89	390	6	0	0	0	1	0	
57	10	345	7	0	0	1	1	0	
58	1	475	9	1	0	0	1	0	
59	28	630	7	1	0	1	0	1	
60	1	845	7	0	1	1	1	0	
61	111	875	10	1	0	0	1	0	
62	112	660	7	1	1	0	0	1	
63	113	945	7	0	0	1	1	0	
64	1	620	6	0	1	1	0	0	
65	99	705	6	0	1	0	1	0	
66	34	970	10	1	0	0	0	0	
67	114	965	5	0	0	1	0	1	
68	1	390	10	0	0	0	1	1	
69	86	475	10	0	0	0	1	0	
70	24	325	8	0	1	0	0	0	
71	41	495	5	0	0	0	0	1	
72	31	405	5	0	1	0	0	0	
73	29	760	6	0	0	0	1	1	
74	115	985	8	1	1	0	0	0	
75	9	215	9	1	1	0	1	0	
76	107	560	5	1	0	0	0	0	
77	68	390	8	0	0	1	1	0	
78	26	865	9	1	0	0	1	0	
79	115	985	8	1	1	0	0	0	
80	1	475	6	1	0	0	1	0	
81	113	945	7	0	0	1	1	0	
82	29	760	6	0	0	0	1	1	
83	2	535	9	1	0	0	0	1	
84	29	760	6	0	0	0	1	1	
85	113	945	7	0	0	1	1	0	
86	1	815	7	0	1	0	1	0	
87	1	575	9	1	1	1	0	0	
88	115	985	8	1	1	0	0	0	
89	1	575	9	1	1	1	0	0	
90	115	985	8	1	1	0	0	0	
91	114	965	5	0	0	1	0	1	
92	5	620	7	0	1	0	1	1	
93	111	875	10	1	0	0	1	0	
94	1	815	7	0	1	0	1	0	
95	112	660	7	1	1	0	0	1	
96	93	925	9	0	1	0	1	1	
97	41	495	5	0	0	0	0	1	
98	113	945	7	0	0	1	1	0	
99	1	390	10	0	0	0	1	1	
100	106	870	6	0	0	1	0	0	
101	1	870	6	0	0	0	1	1	
102	26	865	9	1	0	0	1	0	
103	69	965	6	1	0	0	0	0	
104	113	945	7	0	0	1	1	0	
105	114	965	5	0	0	1	0	1	
106	1	890	10	1	1	0	0	1	
107	76	445	9	0	0	1	0	1	
108	2	535	9	1	0	0	0	1	
109	1	890	10	1	1	0	0	1	
110	93	925	9	0	1	0	1	1	
111	1	890	10	1	1	0	0	1	
112	85	780	8	1	1	0	0	1	
113	4	730	5	1	1	0	0	0	
114	108	260	8	1	0	1	1	0	
115	1	890	10	1	1	0	0	1	
116	115	985	8	1	1	0	0	0	
117	1	815	7	0	1	0	1	0	
118	109	640	9	0	0	0	1	0	
119	1	815	7	0	1	0	1	0	
120	111	875	10	1	0	0	1	0	
121	85	780	8	1	1	0	0	1	
122	1	890	10	1	1	0	0	1	
123	115	985	8	1	1	0	0	0	
124	113	945	7	0	0	1	1	0	
125	110	735	7	0	0	0	1	0	
126	69	965	6	1	0	0	0	0	
127	62	400	9	0	1	0	0	1	
128	111	875	10	1	0	0	1	0	
129	33	840	7	1	0	1	0	1	
130	1	890	10	1	1	0	0	1	
131	108	260	8	1	0	1	1	0	
132	1	890	10	1	1	0	0	1	
133	69	965	6	1	0	0	0	0	
134	115	985	8	1	1	0	0	0	
135	111	875	10	1	0	0	1	0	
136	1	890	10	1	1	0	0	1	
137	1	760	8	0	1	0	0	0	
138	2	535	9	1	0	0	0	1	
139	62	400	9	0	1	0	0	1	
140	26	420	10	0	1	1	1	0	
141	1	620	9	1	0	0	1	1	
142	1	890	10	1	1	0	0	1	
143	108	260	8	1	0	1	1	0	
144	111	875	10	1	0	0	1	0	
145	33	840	7	1	0	1	0	1	
146	1	815	7	0	1	0	1	0	
147	108	260	8	1	0	1	1	0	
148	1	575	9	1	1	1	0	0	
149	28	630	7	1	0	1	0	1	
150	1	475	6	1	0	0	1	0	
151	60	785	9	0	0	1	0	1	
152	1	815	7	0	1	0	1	0	
153	1	890	10	1	1	0	0	1	
154	1	890	10	1	1	0	0	1	
155	68	390	8	0	0	1	1	0	
156	1	475	9	1	0	0	1	0	
157	1	890	10	1	1	0	0	1	
158	9	215	9	1	1	0	1	0	
159	1	890	10	1	1	0	0	1	
160	1	890	10	1	1	0	0	1	
161	1	575	9	1	1	1	0	0	
162	33	840	7	1	0	1	0	1	
163	31	405	5	0	1	0	0	0	
164	115	985	8	1	1	0	0	0	
165	108	260	8	1	0	1	1	0	
166	97	255	6	0	1	1	0	1	
167	1	620	9	1	0	0	1	1	
168	85	780	8	1	1	0	0	1	
169	85	780	8	1	1	0	0	1	
170	113	945	7	0	0	1	1	0	
171	10	345	7	0	0	1	1	0	
172	115	985	8	1	1	0	0	0	
173	114	965	5	0	0	1	0	1	
174	1	815	7	0	1	0	1	0	
175	1	890	10	1	1	0	0	1	
176	97	255	6	0	1	1	0	1	
177	33	840	7	1	0	1	0	1	
178	108	260	8	1	0	1	1	0	
179	1	575	9	1	1	1	0	0	
180	1	845	7	0	1	1	1	0	
181	113	945	7	0	0	1	1	0	
182	1	845	7	0	1	1	1	0	
183	1	815	7	0	1	0	1	0	
184	1	870	6	0	0	0	1	1	
185	113	945	7	0	0	1	1	0	
186	112	660	7	1	1	0	0	1	
187	108	260	8	1	0	1	1	0	
188	1	575	9	1	1	1	0	0	
189	1	890	10	1	1	0	0	1	
190	1	475	9	1	0	0	1	0	
191	113	945	7	0	0	1	1	0	
192	1	890	10	1	1	0	0	1	
193	112	660	7	1	1	0	0	1	
194	69	965	6	1	0	0	0	0	
195	114	965	5	0	0	1	0	1	
196	1	890	10	1	1	0	0	1	
197	114	965	5	0	0	1	0	1	
198	1	845	7	0	1	1	1	0	
199	1	890	10	1	1	0	0	1	
200	1	890	10	1	1	0	0	1	
201	33	840	7	1	0	1	0	1	
202	1	890	10	1	1	0	0	1	
203	26	865	9	1	0	0	1	0	
204	1	620	6	0	1	1	0	0	
205	1	475	9	1	0	0	1	0	
206	2	535	9	1	0	0	0	1	
207	1	890	10	1	1	0	0	1	
208	1	890	10	1	1	0	0	1	
209	1	890	10	1	1	0	0	1	
210	97	255	6	0	1	1	0	1	
211	115	985	8	1	1	0	0	0	
212	102	670	5	1	0	1	0	0	
213	1	620	6	0	1	1	0	0	
214	1	845	7	0	1	1	1	0	
215	102	670	5	1	0	1	0	0	
216	67	400	5	1	0	0	1	1	
217	1	620	6	0	1	1	0	0	
218	26	865	9	1	0	0	1	0	
219	1	620	6	0	1	1	0	0	
220	112	660	7	1	1	0	0	1	
221	113	945	7	0	0	1	1	0	
222	1	575	9	1	1	1	0	0	
223	113	945	7	0	0	1	1	0	
224	97	255	6	0	1	1	0	1	
225	113	945	7	0	0	1	1	0	
226	1	620	6	0	1	1	0	0	
227	1	890	10	1	1	0	0	1	
228	115	985	8	1	1	0	0	0	
229	1	760	8	0	1	0	0	0	
230	26	865	9	1	0	0	1	0	
231	1	575	9	1	1	1	0	0	
232	1	815	7	0	1	0	1	0	
233	115	985	8	1	1	0	0	0	
234	114	965	5	0	0	1	0	1	
235	62	400	9	0	1	0	0	1	
236	1	575	9	1	1	1	0	0	
237	106	870	6	0	0	1	0	0	
238	115	985	8	1	1	0	0	0	
239	66	765	9	0	0	0	1	0	
240	1	890	10	1	1	0	0	1	
241	1	575	9	1	1	1	0	0	
242	1	890	10	1	1	0	0	1	
243	1	575	9	1	1	1	0	0	
244	1	575	9	1	1	1	0	0	
245	113	945	7	0	0	1	1	0	
246	102	670	5	1	0	1	0	0	
247	1	575	9	1	1	1	0	0	
248	1	890	10	1	1	0	0	1	
249	1	890	10	1	1	0	0	1	
250	1	760	8	0	1	0	0	0	
251	115	985	8	1	1	0	0	0	
252	85	780	8	1	1	0	0	1	
253	1	845	7	0	1	1	1	0	
254	113	945	7	0	0	1	1	0	
255	1	475	6	1	0	0	1	0	
256	102	670	5	1	0	1	0	0	
257	113	945	7	0	0	1	1	0	
258	67	400	5	1	0	0	1	1	
259	113	945	7	0	0	1	1	0	
260	62	400	9	0	1	0	0	1	
261	1	575	9	1	1	1	0	0	
262	1	845	7	0	1	1	1	0	
263	1	620	9	1	0	0	1	1	
264	1	575	9	1	1	1	0	0	
265	1	890	10	1	1	0	0	1	
266	104	520	5	0	1	0	1	0	
267	1	575	9	1	1	1	0	0	
268	3	120	6	1	0	1	1	0	
269	93	925	9	0	1	0	1	1	
270	99	705	6	0	1	0	1	0	
271	26	420	10	0	1	1	1	0	
272	1	890	10	1	1	0	0	1	
273	41	495	5	0	0	0	0	1	
274	1	475	9	1	0	0	1	0	
275	1	815	7	0	1	0	1	0	
276	113	945	7	0	0	1	1	0	
277	1	845	7	0	1	1	1	0	
278	67	400	5	1	0	0	1	1	
279	115	985	8	1	1	0	0	0	
280	115	985	8	1	1	0	0	0	
281	115	985	8	1	1	0	0	0	
282	1	890	10	1	1	0	0	1	
283	1	890	10	1	1	0	0	1	
284	1	890	10	1	1	0	0	1	
285	1	890	10	1	1	0	0	1	
286	1	620	6	0	1	1	0	0	
287	110	735	7	0	0	0	1	0	
288	1	870	6	0	0	0	1	1	
289	1	620	9	1	0	0	1	1	
290	1	890	10	1	1	0	0	1	
291	1	890	10	1	1	0	0	1	
292	115	985	8	1	1	0	0	0	
293	112	660	7	1	1	0	0	1	
294	113	945	7	0	0	1	1	0	
295	1	890	10	1	1	0	0	1	
296	1	475	9	1	0	0	1	0	
297	1	845	7	0	1	1	1	0	
298	111	875	10	1	0	0	1	0	
299	113	945	7	0	0	1	1	0	
300	111	875	10	1	0	0	1	0	
301	68	390	8	0	0	1	1	0	
302	113	945	7	0	0	1	1	0	
303	113	945	7	0	0	1	1	0	
304	26	420	10	0	1	1	1	0	
305	1	845	7	0	1	1	1	0	
306	1	845	7	0	1	1	1	0	
307	1	890	10	1	1	0	0	1	
308	26	865	9	1	0	0	1	0	
309	1	890	10	1	1	0	0	1	
310	1	890	10	1	1	0	0	1	
311	1	845	7	0	1	1	1	0	
312	115	985	8	1	1	0	0	0	
313	26	420	10	0	1	1	1	0	
314	1	890	10	1	1	0	0	1	
315	102	670	5	1	0	1	0	0	
316	1	890	10	1	1	0	0	1	
317	112	660	7	1	1	0	0	1	
318	1	890	10	1	1	0	0	1	
319	1	870	6	0	0	0	1	1	
320	33	840	7	1	0	1	0	1	
321	50	630	8	0	0	0	1	0	
322	114	965	5	0	0	1	0	1	
323	1	575	9	1	1	1	0	0	
324	1	575	9	1	1	1	0	0	
325	1	890	10	1	1	0	0	1	
326	1	575	9	1	1	1	0	0	
327	110	735	7	0	0	0	1	0	
328	1	845	7	0	1	1	1	0	
329	1	890	10	1	1	0	0	1	
330	109	640	9	0	0	0	1	0	
331	104	520	5	0	1	0	1	0	
332	1	845	7	0	1	1	1	0	
333	113	945	7	0	0	1	1	0	
334	1	575	9	1	1	1	0	0	
335	62	400	9	0	1	0	0	1	
336	1	890	10	1	1	0	0	1	
337	112	660	7	1	1	0	0	1	
338	1	575	9	1	1	1	0	0	
339	113	945	7	0	0	1	1	0	
340	1	890	10	1	1	0	0	1	
341	1	890	10	1	1	0	0	1	
342	1	890	10	1	1	0	0	1	
343	62	400	9	0	1	0	0	1	
344	1	890	10	1	1	0	0	1	
345	99	705	6	0	1	0	1	0	
346	1	890	10	1	1	0	0	1	
347	115	985	8	1	1	0	0	0	
348	1	890	10	1	1	0	0	1	
349	1	760	8	0	1	0	0	0	
350	1	890	10	1	1	0	0	1	
351	111	875	10	1	0	0	1	0	
352	113	945	7	0	0	1	1	0	
353	1	845	7	0	1	1	1	0	
354	112	660	7	1	1	0	0	1	
355	113	945	7	0	0	1	1	0	
356	1	845	7	0	1	1	1	0	
357	3	120	6	1	0	1	1	0	
358	113	945	7	0	0	1	1	0	
359	33	840	7	1	0	1	0	1	
360	67	400	5	1	0	0	1	1	
361	97	255	6	0	1	1	0	1	
362	113	945	7	0	0	1	1	0	
363	1	575	9	1	1	1	0	0	
364	1	890	10	1	1	0	0	1	
365	113	945	7	0	0	1	1	0	
366	29	760	6	0	0	0	1	1	
367	108	260	8	1	0	1	1	0	
368	102	670	5	1	0	1	0	0	
369	1	890	10	1	1	0	0	1	
370	1	575	9	1	1	1	0	0	
371	99	705	6	0	1	0	1	0	
372	1	845	7	0	1	1	1	0	
373	113	945	7	0	0	1	1	0	
374	1	845	7	0	1	1	1	0	
375	1	870	6	0	0	0	1	1	

