DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 14

DAYS = 45
   14    90     2     4     4     2
   15    39     2     7     1     2
   16    40     2     5     4     2
   17    29     2     4     2     2
   18    31     2     5     6     2
   19    33     2     6     6     3
   20    84     3     7     1     2
   21    47     3     5     4     2
   22    88     3     4     6     3
   23    31     3     8     6     3
   24     9     3     6     2     1
   25    54     4     6     4     1
   26    55     4     7     4     2
   27    60     4     6     2     2
   28    28     4     9     3     2
   29    66     4     6     1     1
   30    84     4     6     1     2
   31    85     5     6     3     1
   32     7     5     8     2     3
   33    61     5     9     2     3
   34    49     5     6     2     3
   35    10     5     9     4     1
   36    17     5    10     5     2
   37    83     5     8     6     1
   38    60     6     9     5     3
   39     4     6     8     5     2
   40    47     6     9     3     1
   41    78     6     9     4     1
   42    66     7    11     2     3
   43    66     7     9     6     1
   44    48     7     8     2     1
   45    28     7     9     3     1
   46    18     7     8     3     2
   47    26     7     8     1     1
   48    47     7    10     5     1
   49    75     7     9     6     1
   50    84     8     9     1     1
   51    33     8    13     5     2
   52    22     8    12     4     2
   53    36     8    11     1     2
   54    99     8    11     4     1
   55    28     8    10     5     1
   56    98     8     9     2     3
   57    36     9    14     2     3
   58    37     9    10     2     1
   59    98     9    10     3     1
   60    16     9    10     3     1
   61    45     9    13     5     3
   62    21     9    13     1     3
   63    92     9    13     6     1
   64    27     9    13     5     1
   65    49     9    13     1     1
   66    73     9    10     6     2
   67    50     9    10     2     1
   68    22     9    10     1     2
   69    55    10    14     1     2
   70    74    10    11     6     3
   71    70    10    12     5     1
   72    19    10    11     5     1
   73    92    10    11     3     2
   74    29    10    14     5     3
   75    94    10    11     6     3
   76    64    10    14     6     1
   77    90    11    14     2     2
   78    36    11    13     1     3
   79    28    11    13     6     1
   80    17    11    16     4     1
   81    30    11    14     2     3
   82    88    11    16     4     2
   83     9    11    12     1     2
   84    28    11    13     3     2
   85    45    11    12     1     2
   86    87    11    12     4     2
   87     7    11    16     6     1
   88    55    11    12     5     3
   89    41    11    13     3     1
   90    35    11    16     4     2
   91     5    12    15     4     2
   92    40    12    15     1     2
   93    72    12    17     4     1
   94    80    12    17     2     2
   95     9    12    14     4     1
   96    72    12    14     5     3
   97    69    13    14     6     2
   98    97    13    18     4     1
   99    80    13    16     3     2
  100    67    13    14     2     2
  101   101    13    16     1     3
  102    59    13    16     5     3
  103    90    13    14     3     1
  104     5    13    18     6     1
  105    15    14    18     4     1
  106    39    14    17     4     1
  107    99    14    19     6     2
  108    77    14    18     2     1
  109    23    14    16     5     3
  110    21    14    19     4     1
  111    79    14    19     6     1
  112    56    14    16     2     2
  113    92    15    16     4     2
  114    41    15    19     5     3
  115    59    15    17     2     2
  116    18    15    18     1     3
  117    76    15    20     5     1
  118    78    15    17     4     2
  119    99    16    17     6     2
  120    15    16    17     5     2
  121    65    16    17     4     2
  122    31    16    17     3     1
  123    64    16    18     5     2
  124   100    16    18     2     2
  125    21    16    21     4     2
  126    66    16    21     5     3
  127    25    16    21     5     2
  128     9    16    17     3     2
  129    72    17    20     1     3
  130    12    17    22     2     3
  131    74    17    21     2     3
  132    47    17    21     4     2
  133    20    17    18     5     1
  134    81    17    19     2     1
  135    21    17    20     2     1
  136    83    18    20     5     3
  137    88    18    19     2     1
  138    28    18    21     3     1
  139    47    18    21     2     3
  140    93    18    22     1     2
  141     2    18    22     5     3
  142   100    18    20     3     2
  143    57    19    22     2     2
  144    26    19    21     6     2
  145    70    19    22     5     3
  146    28    19    24     5     1
  147    63    19    22     6     2
  148    36    19    21     5     2
  149    64    19    21     1     1
  150    30    20    23     1     3
  151    83    20    21     1     1
  152    79    20    22     4     2
  153   101    20    22     2     1
  154    68    20    21     1     3
  155    52    20    22     4     1
  156    53    20    22     1     2
  157    21    21    23     5     3
  158    37    21    26     2     3
  159    39    21    22     1     3
  160    86    21    22     5     3
  161    31    21    24     2     2
  162    75    21    26     1     2
  163    25    21    25     3     1
  164    76    21    25     3     2
  165    26    21    22     6     1
  166    92    21    22     3     1
  167    48    21    25     6     1
  168    67    21    23     6     2
  169    12    22    25     6     1
  170    75    22    25     1     2
  171    82    22    23     3     1
  172    49    22    26     4     2
  173    11    22    27     3     1
  174    61    22    26     1     2
  175   100    22    26     3     2
  176    56    22    27     1     2
  177    82    22    24     6     3
  178     9    22    23     1     1
  179    41    23    28     2     1
  180    55    23    24     6     3
  181    96    23    25     3     2
  182    67    23    25     6     3
  183    61    23    26     5     1
  184    62    23    27     3     1
  185    67    23    25     5     2
  186    16    24    25     1     2
  187    12    24    29     3     1
  188    30    24    26     6     1
  189    83    24    29     6     2
  190    67    24    29     3     1
  191    80    24    26     3     2
  192    77    24    28     3     1
  193    66    24    27     6     2
  194    23    24    27     5     3
  195    24    24    28     1     1
  196    84    24    28     3     2
  197    31    24    27     1     3
  198    69    25    29     5     2
  199    48    25    30     6     1
  200    94    25    30     4     1
  201   100    25    30     2     1
  202    17    25    30     5     3
  203    10    25    29     6     3
  204    44    26    28     1     2
  205    20    26    29     1     2
  206    92    26    30     3     2
  207    67    26    30     2     1
  208    49    26    30     1     3
  209    50    26    30     4     1
  210    82    26    29     3     1
  211    52    27    30     1     3
  212    82    27    32     1     2
  213    78    27    30     3     1
  214    98    27    28     5     2
  215    60    27    29     2     2
  216    95    27    30     3     2
  217    17    27    31     2     2
  218    96    27    30     1     1
  219    38    27    28     2     3
  220    30    27    30     6     2
  221    60    28    30     3     2
  222    98    28    29     3     1
  223    13    28    30     5     3
  224   101    28    30     3     2
  225    25    28    31     1     3
  226    67    28    31     4     1
  227    93    29    32     2     3
  228    56    29    32     3     1
  229    77    29    34     3     1
  230    50    29    32     5     1
  231    38    29    34     6     2
  232    13    29    32     5     1
  233    31    29    33     1     3
  234    67    29    31     5     3
  235    22    29    32     3     2
  236    74    29    31     4     1
  237    31    29    31     5     3
  238    82    29    34     6     3
  239    95    30    35     5     1
  240    82    30    34     3     1
  241     2    30    35     2     1
  242    16    30    35     4     1
  243    48    30    35     5     3
  244    74    30    31     2     1
  245    90    30    32     2     1
  246    13    30    32     6     1
  247     9    31    36     1     1
  248    80    31    34     1     1
  249    44    31    34     4     1
  250    53    31    36     4     1
  251     9    31    35     3     1
  252    97    31    34     6     1
  253   101    31    34     4     1
  254    14    31    35     3     2
  255     2    31    36     5     3
  256     3    31    35     3     1
  257    33    31    32     6     1
  258     2    32    34     3     2
  259    51    32    37     2     1
  260    58    32    33     2     1
  261    86    32    35     2     3
  262     8    32    37     5     2
  263    62    32    34     5     3
  264    50    32    33     4     2
  265   101    33    35     2     3
  266    97    33    37     1     2
  267    93    33    36     2     2
  268    16    33    35     2     3
  269    15    33    38     3     2
  270    52    33    34     6     1
  271   100    34    36     4     1
  272    83    34    39     5     3
  273    79    34    38     1     1
  274    63    34    37     1     1
  275    27    34    38     5     3
  276    23    34    39     3     2
  277    99    34    39     1     3
  278    45    35    40     1     1
  279    24    35    38     1     2
  280    26    35    39     3     1
  281    24    36    39     6     2
  282    90    36    38     3     2
  283    38    36    40     6     2
  284    58    36    41     2     2
  285    90    36    40     1     3
  286    74    37    42     4     2
  287    27    37    38     4     1
  288    22    37    38     6     1
  289    27    38    40     1     3
  290    27    38    39     4     2
  291    92    38    42     1     3
  292    96    38    43     1     1
  293    16    38    41     2     1
  294    48    38    40     6     2
  295    35    39    40     3     1
  296    57    39    41     6     3
  297     3    39    41     5     1
  298    70    39    41     3     2
  299    57    39    40     3     2
  300    29    39    44     6     3

TECHNICIANS = 100
    1     1   915     9  1 1 0 0 0 1
    2    51   310     5  0 1 0 0 0 0
    3    38   690     9  0 0 0 1 0 0
    4    26   420     8  0 0 0 1 1 0
    5     1   285     7  1 0 0 1 1 0
    6    24   865     8  0 1 0 0 0 1
    7   102   645     5  1 0 0 0 0 1
    8     1   210     9  0 0 0 0 1 0
    9     1   840     7  0 1 0 0 1 0
   10   103    60     9  0 1 1 1 0 0
   11    19   430     9  0 0 0 0 1 0
   12    50   420     5  1 0 1 1 0 0
   13   104   175     7  1 0 0 0 1 0
   14    18   345     8  1 0 0 0 1 1
   15     2   740     6  1 0 0 0 1 0
   16    78   700     8  0 0 1 1 0 1
   17   105   345     5  1 0 0 1 0 0
   18    84   490     6  1 0 0 1 0 1
   19    22   185    10  0 0 0 0 0 1
   20    59   555     8  0 0 0 1 0 0
   21     7   340     9  0 0 1 0 1 1
   22     1   535     6  0 1 0 1 0 0
   23    74   300     6  0 0 0 1 1 1
   24    93   760     8  0 0 1 0 0 1
   25    52   105     5  1 0 0 0 1 0
   26   106   590     7  0 1 0 1 0 0
   27   107   410     8  0 0 1 0 1 0
   28     1   375     9  0 1 1 1 0 0
   29    85   615    10  0 0 0 1 0 1
   30    69   650    10  0 0 0 0 1 1
   31     1   225     5  0 1 0 0 1 0
   32     6   325     5  0 0 1 1 0 0
   33   100   635     6  1 0 0 0 0 1
   34   108   865     5  0 1 1 1 0 0
   35    24   255     8  0 1 1 0 0 0
   36     1   210     5  0 0 0 1 0 0
   37    14   540    10  0 0 1 0 1 0
   38     1   110    10  0 1 0 1 1 0
   39   109   225    10  0 1 0 0 0 0
   40    39   370     7  0 0 0 0 1 0
   41    35   150     5  0 0 1 0 1 0
   42    24   105     9  0 1 1 0 0 1
   43    50   685     8  0 0 1 0 1 0
   44     1   640     7  1 0 0 0 0 0
   45    86   780     9  0 0 1 1 0 0
   46    96   210     5  1 1 0 0 0 0
   47     1   315     7  0 1 1 1 0 0
   48    52   545     6  0 0 1 0 0 0
   49     1   525     6  0 0 0 0 1 0
   50    92   110     6  0 0 1 0 1 1
   51   110   750     5  0 1 0 1 0 0
   52     1   715    10  0 0 0 0 1 1
   53     4   420     8  0 0 0 1 0 0
   54     1   240     7  1 1 0 1 0 0
   55    87   370     5  0 0 0 0 0 1
   56   111   675    10  0 0 0 1 0 0
   57     1   515    10  0 0 0 1 0 0
   58     1   705     5  0 0 0 1 1 0
   59    69   750     7  0 1 1 0 0 0
   60    46   925     9  0 0 0 0 0 1
   61    57   580     8  0 1 0 0 1 1
   62     1   785     5  0 0 1 0 1 0
   63     1   595     7  1 1 0 0 0 1
   64     1   845     5  0 0 0 1 0 1
   65     5   345     6  1 1 0 0 0 0
   66   112   865     7  0 0 0 0 1 0
   67     1   690     9  0 1 0 1 0 0
   68    38   685     9  0 0 0 0 1 0
   69     6   885     8  1 0 0 1 0 1
   70    54   850     7  1 1 1 0 0 0
   71    82   785     9  0 0 1 0 1 1
   72    88   570     6  1 0 1 0 1 0
   73    52   190     7  0 0 0 0 0 1
   74    26   115     9  0 0 1 0 1 1
   75   113   350     7  0 0 1 0 0 0
   76    75   365     8  1 0 0 0 1 0
   77    15   760     8  1 0 0 0 0 0
   78    74   910     8  1 1 0 1 0 0
   79   114   100     6  0 1 0 1 0 0
   80   115   260     7  0 0 0 0 1 0
   81    29  1000    10  0 0 1 1 0 0
   82    24   570     6  0 0 0 0 1 1
   83    22   870     8  0 0 1 1 0 1
   84    21   390     9  0 0 0 0 0 1
   85     1   440     9  1 0 0 0 0 0
   86   116   225     5  1 0 0 0 1 1
   87    76   855     6  0 1 0 0 0 0
   88    41   685    10  1 0 1 0 1 0
   89   117   450     8  1 1 0 0 1 0
   90     1   365     6  0 0 0 1 0 0
   91    11   555     6  1 0 0 0 0 1
   92    46   780     6  0 1 0 1 0 0
   93   118   480     6  0 0 0 1 1 0
   94     8   950    10  0 0 0 0 0 1
   95    52   140     9  0 0 0 1 0 0
   96    62   430     9  0 0 0 0 0 1
   97    90   975     5  0 1 0 0 1 1
   98     1   440     8  0 1 1 0 0 0
   99    83   195     9  1 0 1 0 0 0
  100     1   310     9  0 1 1 0 0 0

