DATASET = ORTEC Late VeRoLog 2019
NAME = Instance 10

DAYS = 55
  313   244    20    22     4     1
  314   181    20    22     3     1
  315    66    20    23     1     3
  316   240    20    25     3     2
  317     4    20    22     3     1
  318    22    20    25     4     3
  319   142    20    23     3     1
  320   146    20    21     2     2
  321   103    20    22     3     2
  322   110    21    23     3     1
  323   219    21    25     2     2
  324    26    21    25     5     1
  325   126    21    24     5     1
  326   237    21    22     6     1
  327    79    21    24     7     2
  328   250    21    25     2     3
  329    22    21    26     2     2
  330   126    21    22     6     2
  331    70    21    24     4     1
  332    58    21    26     4     1
  333   147    21    25     7     3
  334   176    21    23     1     2
  335   233    21    24     5     1
  336   158    21    23     6     2
  337   163    21    24     5     2
  338   160    21    23     5     1
  339   193    21    22     7     2
  340   212    21    25     4     2
  341   246    22    27     4     3
  342   150    22    25     1     2
  343   149    22    27     1     2
  344   134    22    26     1     2
  345   248    22    25     4     1
  346   139    22    25     7     1
  347   231    22    23     7     3
  348   144    22    25     5     3
  349   208    22    25     4     3
  350   114    22    26     6     3
  351   102    22    23     6     3
  352    85    22    23     6     2
  353   173    22    26     4     1
  354   115    22    27     3     2
  355    63    22    23     2     3
  356   142    22    26     6     3
  357    97    22    27     6     1
  358    54    23    28     2     1
  359    97    23    28     3     2
  360     4    23    28     6     1
  361    19    23    27     5     2
  362   102    23    25     5     3
  363    74    23    25     3     1
  364    77    23    27     5     2
  365   175    23    27     6     3
  366     4    23    26     3     2
  367   102    23    25     4     3
  368     4    23    25     7     1
  369   230    23    27     2     1
  370   237    23    28     5     3
  371   188    23    27     1     1
  372   107    23    26     2     2
  373   155    23    26     1     1
  374   241    23    25     3     2
  375   113    23    25     7     3
  376    35    23    28     6     3
  377   168    23    26     2     1
  378   115    24    26     3     2
  379    31    24    27     5     2
  380    70    24    28     4     3
  381    25    24    25     7     3
  382   116    24    27     4     2
  383   115    24    25     1     1
  384    38    24    26     4     2
  385   102    24    25     3     1
  386   167    24    25     7     3
  387   224    25    26     4     3
  388    47    25    27     2     2
  389    71    25    27     1     1
  390   142    25    28     5     2
  391    24    25    27     2     3
  392   180    25    26     2     3
  393   230    25    29     4     1
  394    19    25    27     7     3
  395   245    25    29     5     2
  396   126    25    27     1     3
  397   121    25    30     3     2
  398   222    25    29     1     1
  399   136    25    27     2     1
  400    68    25    27     7     1
  401   117    26    30     1     3
  402   122    26    30     6     2
  403   155    26    31     7     2
  404    42    26    28     7     2
  405    48    26    27     4     3
  406   118    26    29     7     2
  407    40    26    30     6     3
  408    46    26    31     2     3
  409   167    26    27     5     3
  410   226    26    29     2     3
  411    25    26    27     1     1
  412   219    26    27     7     3
  413     8    26    27     1     3
  414   105    27    32     5     3
  415    50    27    29     2     2
  416   109    27    29     5     1
  417    56    27    31     6     1
  418    17    27    29     6     2
  419    81    27    29     5     1
  420    85    27    31     6     1
  421   139    27    31     3     1
  422    63    27    31     2     3
  423   147    27    31     2     1
  424    87    27    28     7     2
  425    73    27    30     2     3
  426    68    28    29     3     1
  427   139    28    30     4     3
  428    92    28    32     5     3
  429   248    28    33     4     2
  430    53    28    31     7     3
  431    14    28    29     4     1
  432    92    28    31     7     3
  433   150    28    31     6     2
  434   116    28    33     1     3
  435   128    28    31     5     2
  436   211    28    31     2     3
  437   202    28    33     1     3
  438   107    29    31     2     2
  439    78    29    30     4     2
  440   220    29    31     2     2
  441   151    29    30     6     1
  442   160    29    33     4     2
  443    42    29    30     6     1
  444    88    29    30     6     1
  445   126    29    30     7     3
  446    66    29    33     2     2
  447   208    29    33     5     3
  448    79    29    31     2     3
  449   115    30    35     2     1
  450   236    30    33     5     2
  451    60    30    33     3     2
  452   151    30    31     5     1
  453   171    30    34     1     2
  454   156    30    34     5     2
  455    21    30    35     6     3
  456   217    30    31     5     2
  457   226    30    31     7     3
  458    88    30    33     7     1
  459   174    30    32     1     2
  460    45    30    33     6     3
  461    11    30    33     1     1
  462   113    30    33     7     3
  463   211    30    34     4     2
  464   144    30    31     2     1
  465   102    30    34     6     2
  466   102    30    33     6     1
  467    69    30    34     2     2
  468   207    30    35     6     3
  469   217    31    35     2     1
  470   166    31    35     7     3
  471   215    31    33     2     1
  472    79    31    34     5     3
  473     4    31    34     6     2
  474   166    31    33     3     2
  475     3    31    36     1     3
  476   224    31    35     2     2
  477   180    32    37     7     3
  478   221    32    35     7     2
  479   133    32    34     5     2
  480    52    32    35     1     1
  481   147    32    33     5     1
  482    57    32    34     7     1
  483   149    32    37     5     2
  484     5    32    35     2     2
  485    84    32    33     7     3
  486    74    32    34     2     3
  487   123    32    37     2     2
  488    99    32    37     6     2
  489   127    33    37     2     3
  490    53    33    37     1     1
  491    56    33    36     4     3
  492   101    33    35     6     3
  493   169    33    35     5     3
  494   189    33    38     1     2
  495   240    33    37     6     2
  496    27    33    36     3     1
  497   196    33    37     7     1
  498   174    33    38     5     2
  499    20    33    36     2     2
  500    84    34    36     7     2
  501   178    34    37     1     1
  502    80    34    39     6     2
  503    79    34    36     3     1
  504   231    34    38     7     3
  505    24    34    36     1     2
  506   117    34    36     2     3
  507   227    34    37     4     1
  508   121    34    39     2     2
  509   157    34    36     7     1
  510   136    34    38     4     3
  511    68    34    37     2     2
  512    94    34    37     3     2
  513    13    34    38     2     1
  514   105    35    38     5     2
  515   126    35    40     2     1
  516    55    35    39     7     3
  517   143    35    38     1     2
  518    27    35    36     1     1
  519   192    35    40     7     3
  520   198    35    37     5     1
  521    16    35    39     6     1
  522    79    35    40     6     1
  523    65    36    37     6     3
  524    93    36    40     5     1
  525   168    36    41     7     2
  526   238    36    39     3     1
  527   153    36    39     6     1
  528   198    36    37     5     1
  529   137    36    41     3     1
  530   101    36    38     5     2
  531   137    36    37     6     2
  532   104    36    38     1     3
  533   183    36    37     5     3
  534    45    36    37     5     1
  535    34    36    39     1     3
  536   115    36    39     2     1
  537   237    36    37     3     1
  538   220    36    39     4     2
  539   214    36    38     7     3
  540   101    36    41     2     3
  541     4    36    41     3     1
  542   215    36    37     2     1
  543    40    36    39     3     1
  544   107    36    40     5     1
  545    88    37    39     6     3
  546     6    37    39     1     3
  547   225    37    38     4     3
  548   130    37    42     3     2
  549   205    37    38     7     3
  550   189    37    38     2     3
  551    65    37    39     2     3
  552   221    37    40     4     1
  553   138    37    38     5     2
  554   184    37    40     3     1
  555   246    37    39     6     2
  556    25    37    41     6     2
  557    12    37    41     4     2
  558   186    37    42     7     1
  559   214    37    38     3     1
  560    30    37    40     2     1
  561    26    38    41     3     2
  562    44    38    40     1     1
  563    78    38    43     7     1
  564   118    38    43     7     3
  565   176    38    39     5     2
  566   217    38    39     2     1
  567   122    38    43     7     3
  568   162    38    39     1     2
  569   168    38    40     6     1
  570    50    38    40     5     1
  571   213    38    42     6     1
  572    70    38    42     4     1
  573    34    38    40     6     1
  574    47    38    42     3     2
  575   200    38    39     4     2
  576   200    38    41     5     3
  577   190    38    40     3     2
  578   165    38    39     7     2
  579   114    38    41     7     2
  580    43    38    40     1     1
  581   197    39    42     6     3
  582   198    39    43     1     3
  583    41    39    44     2     1
  584   203    39    43     2     2
  585   233    39    42     7     2
  586   101    39    43     3     1
  587    59    39    43     2     3
  588    34    39    42     4     3
  589    68    39    43     6     3
  590   135    39    44     4     1
  591   149    39    43     5     1
  592    56    39    43     7     3
  593    77    39    44     3     2
  594    65    39    41     7     2
  595   197    39    43     1     2
  596    40    40    41     5     3
  597    13    40    45     2     1
  598    32    40    42     2     1
  599     7    40    44     5     3
  600    60    40    42     4     3
  601   118    40    44     4     1
  602    96    40    41     5     3
  603   101    40    41     4     3
  604    57    40    41     2     2
  605    69    40    43     7     2
  606    20    40    45     5     1
  607   131    40    45     7     1
  608   227    40    43     6     2
  609   145    41    44     1     3
  610   141    41    44     5     1
  611   114    41    45     4     3
  612    17    41    44     6     3
  613    25    41    46     4     2
  614   114    41    43     2     1
  615   191    41    44     7     3
  616    92    41    44     2     2
  617    89    41    46     1     2
  618   216    41    42     1     1
  619   198    41    43     7     2
  620   175    41    44     4     1
  621   249    41    44     1     1
  622    74    41    44     1     2
  623    21    41    46     7     1
  624   100    41    44     2     2
  625     8    41    46     3     2
  626    18    41    45     1     1
  627    27    41    42     6     2
  628   233    41    43     6     2
  629   230    41    43     1     3
  630    91    42    47     6     2
  631    15    42    44     2     2
  632    87    42    46     4     3
  633   139    42    44     1     1
  634   216    42    43     7     1
  635   133    42    44     3     2
  636    47    42    47     2     1
  637   117    42    44     2     2
  638    61    42    44     1     1
  639    27    42    44     6     2
  640   213    42    46     1     1
  641     8    42    47     7     1
  642    35    42    46     5     2
  643   152    42    44     4     1
  644    33    42    43     2     1
  645   167    42    45     3     2
  646   148    42    44     7     3
  647    32    42    44     7     2
  648    72    43    46     1     2
  649   168    43    46     1     1
  650    25    43    44     6     3
  651   239    43    44     4     2
  652    74    43    47     5     1
  653   168    43    47     1     3
  654    77    43    47     7     1
  655   100    43    46     2     2
  656    40    43    46     3     1
  657   214    43    45     3     2
  658   119    43    47     5     2
  659   248    43    48     4     1
  660   124    43    48     4     1
  661    47    43    44     2     2
  662   205    43    48     5     2
  663    52    43    48     4     1
  664   194    43    48     5     1
  665   129    43    47     6     3
  666   101    44    45     2     1
  667    17    44    48     5     3
  668    80    44    47     3     1
  669     7    44    46     6     2
  670     6    44    47     3     1
  671   157    44    49     1     2
  672   145    44    46     4     3
  673    58    44    45     6     3
  674   123    44    47     1     2
  675   107    44    47     4     2
  676    76    44    45     7     2
  677    58    44    45     1     2
  678    15    44    47     7     1
  679    10    45    50     1     3
  680   193    45    47     5     3
  681    95    45    46     6     3
  682   111    45    49     5     3
  683   202    45    47     6     1
  684   117    45    50     6     3
  685    89    45    50     7     1
  686   155    45    50     1     1
  687   197    45    47     7     2
  688    29    45    46     2     3
  689   213    45    49     2     1
  690    63    45    46     1     3
  691   210    45    46     1     1
  692   146    46    48     1     1
  693   243    46    49     1     2
  694   230    46    47     5     2
  695    75    46    48     6     2
  696   215    46    50     2     3
  697   144    46    49     3     1
  698   123    46    47     2     3
  699   240    46    51     2     3
  700   197    46    48     3     1
  701   225    46    49     6     3
  702    83    46    48     3     2
  703   160    46    51     6     3
  704   158    46    51     7     1
  705   118    46    50     1     1
  706   105    46    47     6     2
  707    31    46    50     2     3
  708   175    46    47     4     1
  709   143    47    51     5     3
  710   149    47    48     5     2
  711    57    47    52     1     3
  712    24    47    50     4     3
  713    43    47    48     5     2
  714    18    47    52     1     2
  715   187    47    51     5     2
  716    86    47    50     3     1
  717     3    47    52     4     3
  718   125    47    51     4     2
  719   124    47    52     6     2
  720    94    47    51     6     2
  721   250    47    48     6     1
  722   217    47    50     5     3
  723    83    47    48     5     3
  724   164    47    49     7     2
  725   242    47    50     1     2
  726    17    48    52     4     3
  727   228    48    53     1     1
  728   174    48    49     1     1
  729   148    48    51     7     2
  730    18    48    52     4     1
  731     2    48    53     5     3
  732    35    48    49     4     2
  733   225    48    53     6     1
  734    55    49    52     3     1
  735   179    49    54     3     1
  736   104    49    54     4     2
  737   113    49    51     2     1
  738    57    49    53     4     2
  739    38    49    50     7     1
  740    70    49    52     4     1
  741   156    49    50     3     1
  742   121    49    51     3     1
  743   163    49    50     3     2
  744   165    49    52     3     2
  745    18    49    53     2     2
  746   224    49    52     2     3
  747   152    49    53     3     2
  748   189    49    53     6     2
  749   134    49    50     3     1
  750   122    49    52     3     1

TECHNICIANS = 125
    1   100   629    10  1 0 1 0 0 1 0
    2     1   707     8  0 0 1 0 0 0 0
    3    60   557     7  1 0 1 0 0 0 1
    4   208   119     8  0 0 0 1 0 0 0
    5    61   205     7  0 0 0 1 0 0 1
    6   252   763     9  0 0 0 0 0 0 1
    7   144   694     9  1 0 1 0 0 1 0
    8   189   763     7  0 1 0 1 1 0 0
    9   222   313     5  0 0 0 0 1 0 0
   10   119   466     7  1 0 0 0 0 1 0
   11    73   660     7  0 0 0 0 1 0 1
   12   253   753     9  0 0 1 0 0 0 0
   13   254   388     5  0 0 1 0 0 0 0
   14   244   797     8  1 0 0 0 1 0 1
   15   255   846     6  0 1 0 0 0 1 1
   16     1   580     7  0 0 0 1 0 0 0
   17     1   138     9  0 0 0 1 0 0 0
   18     1   218     9  1 0 0 0 1 1 0
   19   122   327     5  0 0 0 0 1 0 0
   20   256   866    10  1 0 0 0 1 0 0
   21    70   186     7  0 1 0 0 0 1 0
   22   257   849     9  0 0 1 0 0 0 1
   23   258   852     9  0 1 0 0 0 0 0
   24    34   306     8  0 1 0 0 0 0 0
   25   259   843     9  0 0 0 0 0 1 0
   26    26   382     7  0 0 1 1 1 0 0
   27     1   313     8  0 0 0 1 0 0 1
   28   170   725     5  1 0 0 0 0 0 1
   29     1   791    10  0 1 1 0 0 1 0
   30   260   407     6  1 1 1 0 0 0 0
   31   180   423     6  0 0 0 1 0 1 1
   32     1   410     6  1 1 0 1 0 0 0
   33    29   517     6  0 0 0 0 0 1 0
   34    16   680     8  1 0 0 0 1 0 0
   35    87   943     8  1 0 0 0 0 0 0
   36   179   849     8  1 1 0 1 0 0 0
   37   261   794    10  1 0 1 0 0 0 0
   38    32   780     9  0 1 0 1 0 0 1
   39   144   470     9  0 0 0 0 0 0 1
   40   194   753     7  0 1 0 1 1 0 0
   41   213   642     9  0 0 1 0 0 0 0
   42   120   425     9  0 0 0 0 1 0 0
   43    51   275     9  1 0 0 0 1 1 0
   44    44   283     8  1 0 0 0 0 0 1
   45    59   537     9  0 0 0 1 1 0 0
   46   142   561    10  0 0 0 0 0 1 1
   47     1   450     5  1 1 0 0 0 0 1
   48   262   325     7  0 1 1 0 1 0 0
   49   115   291     5  0 0 0 1 0 0 0
   50   263   354     7  0 1 0 0 1 0 0
   51     1   172    10  0 1 0 1 0 0 0
   52   264   251     9  1 0 0 0 0 0 0
   53    65   770     6  0 1 1 0 0 0 1
   54     1   456     5  0 1 0 0 0 1 1
   55   228   400     7  0 1 0 0 0 0 0
   56     1   666     5  1 1 0 0 0 0 0
   57   265   390     6  0 0 0 1 0 0 0
   58     1   934     7  1 0 1 0 0 0 1
   59   104   910     5  0 0 0 1 0 0 0
   60    52   760     9  0 1 0 0 0 0 0
   61   113   859    10  0 1 0 0 1 1 0
   62   266   466     6  0 1 0 1 0 0 1
   63   128   677     6  0 1 0 0 1 0 0
   64    88   311    10  1 1 0 0 0 0 1
   65     1   540     5  0 0 0 0 0 0 1
   66     1   515    10  1 1 0 0 0 0 0
   67   128   937     8  1 0 0 0 0 1 0
   68   188   592     8  0 1 0 0 0 0 0
   69   267   649     5  0 0 0 1 0 1 0
   70   104   873    10  1 0 0 0 1 0 0
   71    40   790     5  0 0 0 0 0 0 1
   72   223   752     9  0 1 0 0 0 1 0
   73   222   477     8  0 0 0 0 1 0 1
   74   166   795     5  0 0 0 0 0 1 0
   75     1   633    10  0 1 0 0 0 0 1
   76     1   376     9  0 0 1 0 0 0 0
   77     1   395    10  0 1 0 0 0 1 0
   78    50   761     9  0 0 0 0 0 1 0
   79     1   682     8  1 0 1 0 0 0 0
   80   268   539     7  0 0 0 1 0 1 1
   81    38   220     7  0 0 0 1 0 0 0
   82     1   900     7  0 0 0 1 0 0 0
   83     1   844     5  0 0 0 0 1 0 0
   84   228   811     5  1 0 0 0 0 0 0
   85    16   882     7  0 1 0 0 0 0 0
   86   269   506    10  0 0 1 0 0 1 1
   87   102   862     7  1 0 1 0 1 0 0
